DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST,LARCENYCODE,OBJECTID
2022/09/09 00:00:00+00,0329,0329,300 N  MIDLER AV,BURGLARY,,From Building,127688
2022/09/09 00:00:00+00,0637,0637,300 W  ONONDAGA ST,MV THEFT,,Of Bicycle,127689
2022/09/09 00:00:00+00,1531,1531,400 SHONNARD ST,LARCENY,,All Other,127690
2022/09/09 00:00:00+00,1505,1505,700 BEAR ST,AGGRAVATED ASSAULT,,,127691
2022/09/09 00:00:00+00,0200,0815,700 EUCLID AVE,LARCENY,,All Other,127692
2022/09/09 00:00:00+00,1557,1557,700 OAK ST,AGGRAVATED ASSAULT,Yes,,127693
2022/09/08 00:00:00+00,1418,1418,1 DESTINY USA DR,LARCENY,,Shoplifting,127694
2022/09/08 00:00:00+00,0046,0200,100 KINNE ST,LARCENY,,From Motor Vehicle,127695
2022/09/08 00:00:00+00,2245,0800,100 LAFAYETTE RD,LARCENY,,From Motor Vehicle,127696
2022/09/08 00:00:00+00,2230,0830,100 LAFAYETTE RD,LARCENY,,From Motor Vehicle,127697
2022/09/08 00:00:00+00,2230,0800,100 LAFAYETTE RD,LARCENY,,From Motor Vehicle,127698
2022/09/08 00:00:00+00,1900,0220,100 MICHAELS AV,MV THEFT,,Of Bicycle,127699
2022/09/08 00:00:00+00,1447,1447,100 RONEY RD,AGGRAVATED ASSAULT,Yes,,127700
2022/09/08 00:00:00+00,0413,0413,100 TRINITY PL,BURGLARY,,,127701
2022/09/08 00:00:00+00,0425,0425,1100 ERIE BLVD E,BURGLARY,,From Building,127702
2022/09/08 00:00:00+00,2245,2245,1600 PARK ST,AGGRAVATED ASSAULT,,,127703
2022/09/08 00:00:00+00,0500,0719,1900 BELLEVUE AV,BURGLARY,,,127704
2022/09/08 00:00:00+00,2100,2245,200 HURLBURT RD,LARCENY,,From Motor Vehicle,127705
2022/09/08 00:00:00+00,1200,1439,200 WESTCOTT ST,BURGLARY,,From Motor Vehicle,127706
2022/09/08 00:00:00+00,2125,2125,2500 ERIE BLVD E,LARCENY,Yes,All Other,127707
2022/09/08 00:00:00+00,2125,2125,2500 ERIE BLVD E,LARCENY,,All Other,127708
2022/09/08 00:00:00+00,2012,2012,2500 ERIE BLVD E,LARCENY,,All Other,127709
2022/09/08 00:00:00+00,0426,0426,300 COLUMBUS AV,BURGLARY,,From Motor Vehicle,127710
2022/09/08 00:00:00+00,1523,1523,400 DELAWARE ST,AGGRAVATED ASSAULT,,,127711
2022/09/08 00:00:00+00,1632,1632,400 JAMES ST,AGGRAVATED ASSAULT,Yes,,127712
2022/09/08 00:00:00+00,0819,0819,900 E  BRIGHTON AV,LARCENY,,From Building,127713
2022/09/08 00:00:00+00,0827,0827,900 HIAWATHA BLVD W,MV THEFT,,Of Bicycle,127714
2022/09/07 00:00:00+00,2352,2352,0 CENTENNIAL DR,AGGRAVATED ASSAULT,Yes,,127715
2022/09/07 00:00:00+00,1123,1123,100 JAMESVILLE AV,LARCENY,,From Building,127716
2022/09/07 00:00:00+00,1938,1938,100 RONEY LN,ROBBERY,,,127717
2022/09/07 00:00:00+00,1333,1333,100 SIMON DR,LARCENY,Yes,From Building,127718
2022/09/07 00:00:00+00,0910,0910,100 STEUBEN ST,BURGLARY,,From Building,127719
2022/09/07 00:00:00+00,2330,0000,1900 E  GENESEE ST,BURGLARY,,,127720
2022/09/07 00:00:00+00,1848,1456,4700 ONONDAGA BLVD,LARCENY,,All Other,127721
2022/09/07 00:00:00+00,1441,1150,500 HIGHLAND ST,BURGLARY,,,127722
2022/09/07 00:00:00+00,0835,0835,700 ERIE BLVD E,MV THEFT,,,127723
2022/09/07 00:00:00+00,0832,0832,700 ERIE BLVD E,MV THEFT,,,127724
2022/09/07 00:00:00+00,0557,0557,900 JAMESVILLE AV,MV THEFT,,From Motor Vehicle,127725
2022/09/06 00:00:00+00,1427,1427,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127726
2022/09/06 00:00:00+00,0338,0338,100 COMSTOCK AV,BURGLARY,,From Building,127727
2022/09/06 00:00:00+00,1740,1740,100 FOREST AV,MV THEFT,,Motor Vehicle,127728
2022/09/06 00:00:00+00,0108,0108,100 MAPLE TER,LARCENY,,From Motor Vehicle,127729
2022/09/06 00:00:00+00,2120,0625,100 N  SALINA ST,LARCENY,,,127730
2022/09/06 00:00:00+00,0920,0638,100 S  WARREN ST,LARCENY,,,127731
2022/09/06 00:00:00+00,0000,0900,1000 BELLEVUE AV,BURGLARY,,From Building,127732
2022/09/06 00:00:00+00,2000,0632,1100 E  WASHINGTON ST,LARCENY,,,127733
2022/09/06 00:00:00+00,1414,1414,1100 S  MCBRIDE ST,AGGRAVATED ASSAULT,Yes,,127734
2022/09/06 00:00:00+00,2340,0616,1100 W  FAYETTE ST,LARCENY,,,127735
2022/09/06 00:00:00+00,2315,2320,1100 WOLF ST,AGGRAVATED ASSAULT,Yes,,127736
2022/09/06 00:00:00+00,1646,1646,200 EUCLID AV,LARCENY,,All Other,127737
2022/09/06 00:00:00+00,1800,1800,200 WAVERLY AV,LARCENY,,All Other,127738
2022/09/06 00:00:00+00,1234,1234,200 WAVERLY AV,LARCENY,,From Building,127739
2022/09/06 00:00:00+00,2019,2019,2100 S  SALINA ST,AGGRAVATED ASSAULT,,,127740
2022/09/06 00:00:00+00,1900,1230,2700 GRANT BLVD,MV THEFT,,Motor Vehicle,127741
2022/09/06 00:00:00+00,0355,0604,300 W  FAYETTE ST,LARCENY,,,127742
2022/09/06 00:00:00+00,0200,0600,300 WESTCOTT ST,BURGLARY,,,127743
2022/09/06 00:00:00+00,1521,1521,3900 S  SALINA ST,LARCENY,Yes,All Other,127744
2022/09/06 00:00:00+00,0523,0523,400 VAN BUREN ST,LARCENY,,From Building,127745
2022/09/06 00:00:00+00,0010,0805,800 OSTROM AV,BURGLARY,,From Building,127746
2022/09/05 00:00:00+00,1135,1135,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127747
2022/09/05 00:00:00+00,1402,1402,100 LEXINGTON,LARCENY,,From Motor Vehicle,127748
2022/09/05 00:00:00+00,2300,0138,100 ORLANDO,LARCENY,Yes,All Other,127749
2022/09/05 00:00:00+00,1935,1939,100 RONEY LN,AGGRAVATED ASSAULT,Yes,,127750
2022/09/05 00:00:00+00,0356,0356,1000 S  CLINTON ST,LARCENY,,All Other,127751
2022/09/05 00:00:00+00,0404,0404,1200 BUTTERNUT ST,ROBBERY,,,127752
2022/09/05 00:00:00+00,1146,1146,1800 LODI ST,BURGLARY,Yes,From Building,127753
2022/09/05 00:00:00+00,1718,1718,1900 E  GENESEE ST,MV THEFT,,Motor Vehicle,127754
2022/09/05 00:00:00+00,1742,1742,300 KELLOGG ST,AGGRAVATED ASSAULT,Yes,From Building,127755
2022/09/05 00:00:00+00,1835,1835,300 S  SALINA ST,LARCENY,Yes,Shoplifting,127756
2022/09/05 00:00:00+00,2100,0400,400 DOUGLAS ST,BURGLARY,,From Building,127757
2022/09/05 00:00:00+00,1121,1121,5800 S  SALINA ST,LARCENY,,Shoplifting,127758
2022/09/05 00:00:00+00,0400,1000,700 EUCLID AV,LARCENY,,From Motor Vehicle,127759
2022/09/05 00:00:00+00,0100,0100,900 JAMES ST,AGGRAVATED ASSAULT,,,127760
2022/09/05 00:00:00+00,2148,2158,900 SPENCER ST,LARCENY,,From Motor Vehicle,127761
2022/09/04 00:00:00+00,1720,1720,0 N  EDWARDS,ROBBERY,,Motor Vehicle,127762
2022/09/04 00:00:00+00,2130,1030,100 FOURTH NORTH ST,LARCENY,,All Other,127763
2022/09/04 00:00:00+00,0422,0422,100 S  LOWELL,BURGLARY,,From Building,127764
2022/09/04 00:00:00+00,2330,2330,1000 CARBON ST,LARCENY,,Motor Vehicle,127765
2022/09/04 00:00:00+00,1450,1450,1200 E  COLVIN ST,LARCENY,Yes,Shoplifting,127766
2022/09/04 00:00:00+00,0334,0334,1400 W  GENESEE ST,BURGLARY,,From Building,127767
2022/09/04 00:00:00+00,0228,0228,200 CROLY ST,AGGRAVATED ASSAULT,Yes,,127768
2022/09/04 00:00:00+00,0515,0515,200 LORRAINE,MV THEFT,,Motor Vehicle,127769
2022/09/04 00:00:00+00,1436,1437,200 MERRIMAN AV,BURGLARY,Yes,From Building,127770
2022/09/04 00:00:00+00,0359,0359,200 ULSTER ST,BURGLARY,,,127771
2022/09/04 00:00:00+00,0413,0413,2000 E  GENESEE ST,BURGLARY,,All Other,127772
2022/09/04 00:00:00+00,0410,0410,2100 E  GENESEE ST,BURGLARY,,,127773
2022/09/04 00:00:00+00,1830,1830,300 COLEIRDGE,LARCENY,,All Other,127774
2022/09/04 00:00:00+00,1000,1539,300 FOBES,BURGLARY,Yes,From Building,127775
2022/09/04 00:00:00+00,2230,2230,300 HOEFLER ST,ROBBERY,,Purse Snatch,127776
2022/09/04 00:00:00+00,1729,0030,400 CHINOOK DR,LARCENY,,All Other,127777
2022/09/04 00:00:00+00,0215,0222,600 CATHERINE ST,AGGRAVATED ASSAULT,Yes,,127778
2022/09/04 00:00:00+00,2047,2047,700 E  GENESEE ST,BURGLARY,,From Building,127779
2022/09/04 00:00:00+00,1349,1349,900 PARK AVE,BURGLARY,,,127780
2022/09/03 00:00:00+00,2218,2218,0 N  TOWNSEND AND JAMES ST,ROBBERY,,Purse Snatch,127781
2022/09/03 00:00:00+00,1649,1649,1 DESTINY USA DR,AGGRAVATED ASSAULT,,,127782
2022/09/03 00:00:00+00,1303,1303,100 LORRAINE      N,LARCENY,,All Other,127783
2022/09/03 00:00:00+00,1400,1530,100 RIVERDALE DR,BURGLARY,,From Building,127784
2022/09/03 00:00:00+00,0615,0628,1300 BUTTERNUT ST,MV THEFT,,Motor Vehicle,127785
2022/09/03 00:00:00+00,1215,1220,1900 E  FAYETTE ST,ROBBERY,,All Other,127786
2022/09/03 00:00:00+00,2320,0215,200 MONTGMOERY ST,MV THEFT,,Motor Vehicle,127787
2022/09/03 00:00:00+00,1430,1430,200 SEDGWICK ST,AGGRAVATED ASSAULT,Yes,,127788
2022/09/03 00:00:00+00,2000,2010,4000 S  SALINA ST,LARCENY,,All Other,127789
2022/09/03 00:00:00+00,1620,1620,500 S  CLINTON ST,AGGRAVATED ASSAULT,,,127790
2022/09/03 00:00:00+00,0150,0150,600 W  GENESEE ST,LARCENY,,From Motor Vehicle,127791
2022/09/03 00:00:00+00,0330,0330,700 OSTROM,BURGLARY,,From Building,127792
2022/09/03 00:00:00+00,2330,2330,700 S  CROUSE,LARCENY,,All Other,127793
2022/09/03 00:00:00+00,0000,1115,800 LIVINGSTON,LARCENY,,From Motor Vehicle,127794
2022/09/02 00:00:00+00,1225,1225,1 DESTINY USA DR,LARCENY,,Shoplifting,127795
2022/09/02 00:00:00+00,1327,1327,100 JULIAN PL,LARCENY,,From Building,127796
2022/09/02 00:00:00+00,1630,1630,100 SHONNARD ST,AGGRAVATED ASSAULT,,,127797
2022/09/02 00:00:00+00,1345,1530,100 SIMS DR,LARCENY,,All Other,127798
2022/09/02 00:00:00+00,0202,0204,1300 BUTTERNUT ST,ROBBERY,,,127799
2022/09/02 00:00:00+00,0600,1830,200 LAFAYETTE RD,BURGLARY,,From Building,127800
2022/09/02 00:00:00+00,1320,1320,200 WAVERLY,LARCENY,,From Building,127801
2022/09/02 00:00:00+00,2207,2207,300 BURNET,AGGRAVATED ASSAULT,,,127802
2022/09/02 00:00:00+00,1800,1900,300 BURT ST,BURGLARY,,From Building,127803
2022/09/02 00:00:00+00,2200,1000,600 AVERY,BURGLARY,,From Building,127804
2022/09/02 00:00:00+00,0659,0659,700 EUCLID,LARCENY,,From Motor Vehicle,127805
2022/09/02 00:00:00+00,2200,2235,900 PARK,AGGRAVATED ASSAULT,,,127806
2022/09/02 00:00:00+00,0233,0233,900 WADSWORTH ST,LARCENY,,From Motor Vehicle,127807
2022/09/02 00:00:00+00,1800,0500,900 WADSWORTH ST,MV THEFT,,Motor Vehicle,127808
2022/09/01 00:00:00+00,1800,1800,0,BURGLARY,Yes,,127809
2022/09/01 00:00:00+00,2330,0730,100 E  ONONDAGA ST,MV THEFT,,Motor Vehicle,127810
2022/09/01 00:00:00+00,2136,2136,100 HARTSON ST,LARCENY,,All Other,127811
2022/09/01 00:00:00+00,0845,1555,100 UNIVERSITY PL,LARCENY,,From Building,127812
2022/09/01 00:00:00+00,1100,1130,100 W  COURT ST,LARCENY,,All Other,127813
2022/09/01 00:00:00+00,2300,0001,1000 AVERY,BURGLARY,,All Other,127814
2022/09/01 00:00:00+00,0000,0958,1400 W  COLVIN ST,LARCENY,Yes,From Building,127815
2022/09/01 00:00:00+00,1515,1515,1900 PARK ST,MV THEFT,,Motor Vehicle,127816
2022/09/01 00:00:00+00,2300,2306,200 HALL,AGGRAVATED ASSAULT,Yes,,127817
2022/09/01 00:00:00+00,0630,0630,200 S  WARREN ST,LARCENY,,From Motor Vehicle,127818
2022/09/01 00:00:00+00,1800,1800,200 WASHINGTON SQ,AGGRAVATED ASSAULT,Yes,,127819
2022/09/01 00:00:00+00,1200,1336,300 FOBES,BURGLARY,,From Building,127820
2022/09/01 00:00:00+00,1628,1628,300 HAWLEY AVE,LARCENY,Yes,Shoplifting,127821
2022/09/01 00:00:00+00,1259,1704,300 STADIUM PL,LARCENY,,All Other,127822
2022/09/01 00:00:00+00,0939,0939,300 WHITTIER AVE,LARCENY,,All Other,127823
2022/09/01 00:00:00+00,1650,1650,3800 S  SALINA ST,LARCENY,,From Building,127824
2022/09/01 00:00:00+00,0005,0005,500 S  CLINTON ST,AGGRAVATED ASSAULT,,,127825
2022/09/01 00:00:00+00,1522,1522,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,127826
2022/09/01 00:00:00+00,0943,0943,700 S  GEDDES ST,ROBBERY,,Motor Vehicle,127827
2022/09/01 00:00:00+00,1000,0800,900 N  SALINA ST,BURGLARY,Yes,From Building,127828
2022/08/31 00:00:00+00,1730,0800,100 FORD,BURGLARY,,,127829
2022/08/31 00:00:00+00,0112,0112,100 S  LOWELL,AGGRAVATED ASSAULT,,,127830
2022/08/31 00:00:00+00,0200,0400,1000 POND ST,BURGLARY,,From Building,127831
2022/08/31 00:00:00+00,1923,1923,200 HILLSIDE ST,AGGRAVATED ASSAULT,Yes,,127832
2022/08/31 00:00:00+00,2349,2349,200 ROBINSON ST,AGGRAVATED ASSAULT,,,127833
2022/08/31 00:00:00+00,0040,0040,400 GRANT BLVD,ROBBERY,Yes,,127834
2022/08/31 00:00:00+00,2218,2218,400 UNIVERSITY PL,LARCENY,,All Other,127835
2022/08/31 00:00:00+00,1300,1300,4700 ONONDAGA BLVD,BURGLARY,Yes,Shoplifting,127836
2022/08/31 00:00:00+00,1927,1927,700 WINTON ST,MV THEFT,,Motor Vehicle,127837
2022/08/31 00:00:00+00,1345,1351,800 E  GENESEE ST,LARCENY,,Motor Vehicle,127838
2022/08/31 00:00:00+00,0127,0127,900 E  GENESEE ST,LARCENY,,From Building,127839
2022/08/30 00:00:00+00,1902,1902,100 CULBERT ST,AGGRAVATED ASSAULT,Yes,,127840
2022/08/30 00:00:00+00,0310,0312,100 FARM ACRE RD,LARCENY,,From Motor Vehicle,127841
2022/08/30 00:00:00+00,1500,1500,100 OAKLEY DR   E,LARCENY,,All Other,127842
2022/08/30 00:00:00+00,0532,0537,100 W  CALTHROP,AGGRAVATED ASSAULT,,,127843
2022/08/30 00:00:00+00,0558,0558,100 WESTMORELAND,BURGLARY,,,127844
2022/08/30 00:00:00+00,1500,0900,1000 S  MCBRIDE ST,BURGLARY,,Motor Vehicle,127845
2022/08/30 00:00:00+00,1800,0900,1400 S  SALINA ST,MV THEFT,,Motor Vehicle,127846
2022/08/30 00:00:00+00,2000,1045,1800 BELLEVUE,MV THEFT,Yes,Motor Vehicle,127847
2022/08/30 00:00:00+00,2230,0230,200 KENSINGTON PL,BURGLARY,,From Building,127848
2022/08/30 00:00:00+00,2300,0900,200 KENSINGTON RD,BURGLARY,,From Building,127849
2022/08/30 00:00:00+00,1535,1535,200 N  STATE ST,LARCENY,,Motor Vehicle,127850
2022/08/30 00:00:00+00,1100,2100,2000 E  FAYETTE ST,BURGLARY,,From Building,127851
2022/08/30 00:00:00+00,2000,2300,300 ELLIS DR,LARCENY,,From Motor Vehicle,127852
2022/08/30 00:00:00+00,1900,0700,300 MOUNTAINVIEW,LARCENY,,From Motor Vehicle,127853
2022/08/30 00:00:00+00,0135,0135,300 WEBSTER,BURGLARY,,,127854
2022/08/30 00:00:00+00,0545,0545,400 ERIE BLVD E,ROBBERY,,Pocket Picking,127855
2022/08/30 00:00:00+00,2100,2115,400 WOODRUFF,AGGRAVATED ASSAULT,Yes,,127856
2022/08/30 00:00:00+00,0828,0835,500 BUTTERNUT ST,LARCENY,,All Other,127857
2022/08/30 00:00:00+00,1800,1945,600 N  SALINA ST,MV THEFT,,Motor Vehicle,127858
2022/08/30 00:00:00+00,1800,0030,600 UNIVERSITY,LARCENY,,From Motor Vehicle,127859
2022/08/29 00:00:00+00,1657,1657,100 BALLANTYNE RD,BURGLARY,Yes,All Other,127860
2022/08/29 00:00:00+00,0026,0026,100 MANOR DR,LARCENY,,From Motor Vehicle,127861
2022/08/29 00:00:00+00,1330,0710,100 MAPLE TER,BURGLARY,,From Building,127862
2022/08/29 00:00:00+00,1815,1700,1200 IVY RIDGE RD,LARCENY,,From Motor Vehicle,127863
2022/08/29 00:00:00+00,1636,1636,1500 COURT ST,MV THEFT,,From Motor Vehicle,127864
2022/08/29 00:00:00+00,2330,0930,200 E  JEFFERSON ST,LARCENY,,From Motor Vehicle,127865
2022/08/29 00:00:00+00,0855,0855,200 S  GEDDES ST,AGGRAVATED ASSAULT,Yes,,127866
2022/08/29 00:00:00+00,0000,0730,2500 LODI ST,MV THEFT,,Motor Vehicle,127867
2022/08/29 00:00:00+00,0300,2335,400 BURT ST,LARCENY,,All Other,127868
2022/08/29 00:00:00+00,1736,1736,400 GRANT BLVD,MV THEFT,,Motor Vehicle,127869
2022/08/29 00:00:00+00,1154,1154,500 DELAWARE ST,BURGLARY,,,127870
2022/08/29 00:00:00+00,1147,1147,600 S  SALINA ST,AGGRAVATED ASSAULT,,,127871
2022/08/28 00:00:00+00,0107,0107,0,MV THEFT,Yes,,127872
2022/08/28 00:00:00+00,2007,2007,0 CHILDRENS CIR,AGGRAVATED ASSAULT,Yes,,127873
2022/08/28 00:00:00+00,1645,0802,1 DESTINY USA DR,LARCENY,,All Other,127874
2022/08/28 00:00:00+00,1805,1805,1 DESTINY USA DR,LARCENY,,Shoplifting,127875
2022/08/28 00:00:00+00,1930,0730,100 HUTCHINSON,BURGLARY,,From Building,127876
2022/08/28 00:00:00+00,1205,0919,100 LAFAYETTE RD,LARCENY,,All Other,127877
2022/08/28 00:00:00+00,0100,0818,100 PHILLIPS RD,LARCENY,,From Motor Vehicle,127878
2022/08/28 00:00:00+00,0125,0812,100 PHILLIPS RD,LARCENY,,From Motor Vehicle,127879
2022/08/28 00:00:00+00,1100,1100,1200 LODI ST,MV THEFT,,Motor Vehicle,127880
2022/08/28 00:00:00+00,1115,1215,1300 E  ADAMS ST,LARCENY,,All Other,127881
2022/08/28 00:00:00+00,2004,0030,1400 WILLIS,BURGLARY,,From Building,127882
2022/08/28 00:00:00+00,0145,0858,200 E  JEFFERSON ST,LARCENY,,From Motor Vehicle,127883
2022/08/28 00:00:00+00,1416,1431,2000 SOUTH,LARCENY,,Purse Snatch,127884
2022/08/28 00:00:00+00,1340,0905,2400 ERIE BLVD E,LARCENY,,All Other,127885
2022/08/28 00:00:00+00,0145,2208,300 E  ADAMS ST,AGGRAVATED ASSAULT,,,127886
2022/08/28 00:00:00+00,1250,0845,300 GRAVES ST,LARCENY,,Of MV Parts/Accessories,127887
2022/08/28 00:00:00+00,1500,0937,300 W  FAYETTE ST,LARCENY,,From Motor Vehicle,127888
2022/08/28 00:00:00+00,0912,0912,4900 S  SALINA ST,LARCENY,,From Motor Vehicle,127889
2022/08/28 00:00:00+00,1727,1727,600 BUTTERNUT ST,BURGLARY,Yes,Shoplifting,127890
2022/08/28 00:00:00+00,1233,1233,600 BUTTERNUT ST,LARCENY,Yes,Shoplifting,127891
2022/08/28 00:00:00+00,0755,0755,600 COMSTOCK AVE,MV THEFT,,Motor Vehicle,127892
2022/08/28 00:00:00+00,0300,0933,600 EUCLID AVE,LARCENY,,From Motor Vehicle,127893
2022/08/28 00:00:00+00,0108,0108,600 WADSWORTH ST,LARCENY,,From Motor Vehicle,127894
2022/08/28 00:00:00+00,0130,0200,700 E  GENESEE ST,LARCENY,,From Motor Vehicle,127895
2022/08/28 00:00:00+00,2145,2315,700 JAMES ST,BURGLARY,,From Building,127896
2022/08/28 00:00:00+00,2242,2242,700 LIVINGSTON,BURGLARY,,Motor Vehicle,127897
2022/08/28 00:00:00+00,0000,0650,800 S  WILBUR,LARCENY,,From Motor Vehicle,127898
2022/08/28 00:00:00+00,0200,0500,800 S  WILBUR,MV THEFT,,Motor Vehicle,127899
2022/08/28 00:00:00+00,1644,1644,900 HIGHLAND ST,AGGRAVATED ASSAULT,Yes,,127900
2022/08/27 00:00:00+00,1950,1950,1 DESTINY USA DR,LARCENY,,Shoplifting,127901
2022/08/27 00:00:00+00,1918,1918,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127902
2022/08/27 00:00:00+00,1745,1745,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127903
2022/08/27 00:00:00+00,0353,0353,100 CANDEE,BURGLARY,,,127904
2022/08/27 00:00:00+00,2100,0800,100 CIRCLE RD,MV THEFT,,Motor Vehicle,127905
2022/08/27 00:00:00+00,0620,0620,100 N  SALINA ST,BURGLARY,Yes,From Building,127906
2022/08/27 00:00:00+00,0258,0258,100 SHIRLEY RD,BURGLARY,,,127907
2022/08/27 00:00:00+00,1400,1623,100 WOOD,AGGRAVATED ASSAULT,Yes,,127908
2022/08/27 00:00:00+00,0430,0430,200 COLUMBIA,LARCENY,,From Motor Vehicle,127909
2022/08/27 00:00:00+00,0000,0545,200 GREENWOOD PL,BURGLARY,,From Building,127910
2022/08/27 00:00:00+00,0011,0011,200 LILAC ST,LARCENY,,All Other,127911
2022/08/27 00:00:00+00,1300,2100,200 TOMPKINS ST,BURGLARY,,,127912
2022/08/27 00:00:00+00,0930,0940,2000 E  GENESEE ST,AGGRAVATED ASSAULT,Yes,,127913
2022/08/27 00:00:00+00,0930,2330,400 AVERY AVE,LARCENY,,All Other,127914
2022/08/27 00:00:00+00,1614,1614,600 W  ONONDAGA ST,LARCENY,,All Other,127915
2022/08/27 00:00:00+00,0500,0500,800 SUMNER,BURGLARY,Yes,From Building,127916
2022/08/27 00:00:00+00,2300,0800,800 SUMNER AVE,LARCENY,,All Other,127917
2022/08/27 00:00:00+00,2300,0800,800 SUMNER AVE,LARCENY,,From Motor Vehicle,127918
2022/08/26 00:00:00+00,1845,1845,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127919
2022/08/26 00:00:00+00,1752,1752,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,127920
2022/08/26 00:00:00+00,1200,1300,100 BOYDEN PL,MV THEFT,,Motor Vehicle,127921
2022/08/26 00:00:00+00,2246,2246,100 SCHILLER,MV THEFT,,Motor Vehicle,127922
2022/08/26 00:00:00+00,2005,2005,100 WILLISTON,AGGRAVATED ASSAULT,,,127923
2022/08/26 00:00:00+00,0400,0400,1000 SALT SPRINGS RD,BURGLARY,,,127924
2022/08/26 00:00:00+00,2130,0945,1100 TURTLE ST,MV THEFT,Yes,Motor Vehicle,127925
2022/08/26 00:00:00+00,1200,1200,200 LILAC ST,LARCENY,,All Other,127926
2022/08/26 00:00:00+00,0400,0410,200 MILNOR,BURGLARY,,From Building,127927
2022/08/26 00:00:00+00,2212,2212,200 PALMER,AGGRAVATED ASSAULT,Yes,,127928
2022/08/26 00:00:00+00,0448,0448,300 FAYETTE BLVD,BURGLARY,,From Building,127929
2022/08/26 00:00:00+00,2300,1242,300 ROOSEVELT AVE,LARCENY,,From Motor Vehicle,127930
2022/08/26 00:00:00+00,0200,0500,400 BROAD ST,LARCENY,,From Motor Vehicle,127931
2022/08/26 00:00:00+00,1900,2000,400 VAN BUREN ST,LARCENY,,From Building,127932
2022/08/26 00:00:00+00,2030,2030,500 GIFFORD ST,BURGLARY,,,127933
2022/08/26 00:00:00+00,2000,0745,600 UNIVERSITY,LARCENY,,From Motor Vehicle,127934
2022/08/26 00:00:00+00,2307,2307,600 WOLF ST,MV THEFT,,From Motor Vehicle,127935
2022/08/26 00:00:00+00,2315,0320,700 EUCLID,BURGLARY,,All Other,127936
2022/08/26 00:00:00+00,2000,0600,800 POND ST,LARCENY,,From Motor Vehicle,127937
2022/08/26 00:00:00+00,2130,2214,800 SUMNER,MV THEFT,,Motor Vehicle,127938
2022/08/25 00:00:00+00,0451,0451,100 N  SALINA ST,LARCENY,,All Other,127939
2022/08/25 00:00:00+00,0000,0000,100 S  WARREN ST,LARCENY,,All Other,127940
2022/08/25 00:00:00+00,0305,0310,100 WOLF ST,BURGLARY,,,127941
2022/08/25 00:00:00+00,1600,0835,1200 JAMES ST,LARCENY,,From Motor Vehicle,127942
2022/08/25 00:00:00+00,0050,0050,1600 N  SALINA ST,BURGLARY,,From Building,127943
2022/08/25 00:00:00+00,0425,0425,1800 GRANT BLVD,BURGLARY,,From Building,127944
2022/08/25 00:00:00+00,2130,2130,300 BRADLEY ST,LARCENY,,All Other,127945
2022/08/25 00:00:00+00,1245,1250,300 COOLIDGE,AGGRAVATED ASSAULT,,,127946
2022/08/25 00:00:00+00,1130,1155,300 E  WILLIOW ST,BURGLARY,,From Building,127947
2022/08/25 00:00:00+00,1833,1833,3100 JAMES ST,LARCENY,,From Building,127948
2022/08/25 00:00:00+00,2200,2341,400 BURDICK,BURGLARY,,From Building,127949
2022/08/25 00:00:00+00,1103,1103,4000 S  SALINA ST,BURGLARY,Yes,Shoplifting,127950
2022/08/25 00:00:00+00,1700,2337,500 S  SALINA ST,LARCENY,,From Motor Vehicle,127951
2022/08/25 00:00:00+00,1438,1438,700 FIRST NORTH ST,LARCENY,,All Other,127952
2022/08/25 00:00:00+00,0129,0129,700 S  CROUSE AV,AGGRAVATED ASSAULT,Yes,,127953
2022/08/25 00:00:00+00,0800,1436,800 E  BRIGHTON,BURGLARY,,From Building,127954
2022/08/25 00:00:00+00,0348,0348,900 N  SALINA ST,BURGLARY,,,127955
2022/08/24 00:00:00+00,1500,1500,100 BALL CIR,LARCENY,,,127956
2022/08/24 00:00:00+00,0359,0359,100 FITCH ST,BURGLARY,Yes,,127957
2022/08/24 00:00:00+00,2123,2123,100 ONONDAGA AV,AGGRAVATED ASSAULT,,,127958
2022/08/24 00:00:00+00,1200,1200,100 TAFT,LARCENY,,All Other,127959
2022/08/24 00:00:00+00,1800,0600,1400 N  SALINA ST,BURGLARY,,From Building,127960
2022/08/24 00:00:00+00,1716,1716,1800 S  STATE ST,AGGRAVATED ASSAULT,,,127961
2022/08/24 00:00:00+00,1633,1633,1800 TEALL AV,LARCENY,,Of Bicycle,127962
2022/08/24 00:00:00+00,2240,2240,200 CANNON ST,AGGRAVATED ASSAULT,,,127963
2022/08/24 00:00:00+00,0356,0356,200 DAVIS ST,LARCENY,,All Other,127964
2022/08/24 00:00:00+00,1007,1007,200 MOUNTAINVIEW,LARCENY,,All Other,127965
2022/08/24 00:00:00+00,2300,0730,2000 E  GENESEE ST,BURGLARY,,All Other,127966
2022/08/24 00:00:00+00,0041,0041,300 S  SALINA ST,BURGLARY,,,127967
2022/08/24 00:00:00+00,1537,1537,3100 BURNET AV,MURDER,Yes,,127968
