DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST,LARCENYCODE,OBJECTID
2022/12/10 00:00:00+00,1907,1907,600 VALLEY DR,AGGRAVATED ASSAULT,Yes,,126288
2022/12/10 00:00:00+00,1212,1212,600 W  ONONDAGA ST,BURGLARY,,,126289
2022/12/10 00:00:00+00,1741,1741,700 FIRST NORTH ST,BURGLARY,Yes,,126290
2022/12/10 00:00:00+00,1730,1740,700 N  STATE ST,MV THEFT,,Motor Vehicle,126291
2022/12/09 00:00:00+00,1634,1634,100 W  LAFAYETTE AV,AGGRAVATED ASSAULT,,,126292
2022/12/09 00:00:00+00,1121,1121,1800 W  FAYETTE ST,LARCENY,,Shoplifting,126293
2022/12/09 00:00:00+00,1533,1533,200 LAFAYETTE RD,LARCENY,,From Building,126294
2022/12/09 00:00:00+00,0337,0337,200 ROBERT DR,BURGLARY,,,126295
2022/12/09 00:00:00+00,1400,1400,200 STRONG AV,MV THEFT,,Motor Vehicle,126296
2022/12/09 00:00:00+00,1242,1242,2100 GRANT BLVD,LARCENY,,From Mailbox,126297
2022/12/09 00:00:00+00,1800,0500,300 SHIRLEY DR,BURGLARY,,From Building,126298
2022/12/09 00:00:00+00,1342,1342,400 PLYMOUTH DR,LARCENY,,All Other,126299
2022/12/09 00:00:00+00,1217,1217,400 S  SALINA ST,MV THEFT,,Of Bicycle,126300
2022/12/09 00:00:00+00,0836,0836,500 BUTTERNUT ST,LARCENY,,Shoplifting,126301
2022/12/09 00:00:00+00,1351,1351,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,126302
2022/12/09 00:00:00+00,1146,1146,700 PARK AVE,AGGRAVATED ASSAULT,,,126303
2022/12/09 00:00:00+00,0130,0715,700 SUMNER AV,BURGLARY,,From Building,126304
2022/12/09 00:00:00+00,0830,1600,800 E  BRIGHTON AV,BURGLARY,,From Building,126305
2022/12/08 00:00:00+00,1500,1200,100 CANDEE AV,BURGLARY,,,126306
2022/12/08 00:00:00+00,0952,0952,100 DAVIS ST,LARCENY,,From Motor Vehicle,126307
2022/12/08 00:00:00+00,1519,1527,100 SIMON DR,LARCENY,,Shoplifting,126308
2022/12/08 00:00:00+00,2006,2006,1800 BURNET AV,LARCENY,,All Other,126309
2022/12/08 00:00:00+00,1440,1515,200 W  DIVISION ST,LARCENY,,From Motor Vehicle,126310
2022/12/08 00:00:00+00,0735,0735,300 BURT ST,LARCENY,,From Motor Vehicle,126311
2022/12/08 00:00:00+00,1200,1200,300 S  SALINA ST,ROBBERY,Yes,,126312
2022/12/08 00:00:00+00,1130,1140,300 UNIVERSITY AV,LARCENY,,All Other,126313
2022/12/08 00:00:00+00,1300,1432,400 TULLY ST,MV THEFT,,Motor Vehicle,126314
2022/12/08 00:00:00+00,1103,1103,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,126315
2022/12/07 00:00:00+00,2010,1127,1 DESTINY USA DR,LARCENY,,From Building,126316
2022/12/07 00:00:00+00,0000,0000,100 COMSTOCK AV,BURGLARY,,From Building,126317
2022/12/07 00:00:00+00,2131,2131,100 E  BISSELL ST,LARCENY,,All Other,126318
2022/12/07 00:00:00+00,1725,0554,100 FELLOWS AV,LARCENY,,All Other,126319
2022/12/07 00:00:00+00,1304,1304,100 HENRY ST,LARCENY,,From Building,126320
2022/12/07 00:00:00+00,1100,0548,100 LAFAYETTE RD,LARCENY,,All Other,126321
2022/12/07 00:00:00+00,0230,0230,100 POLK ST,AGGRAVATED ASSAULT,Yes,,126322
2022/12/07 00:00:00+00,1830,1844,1400 E  GENESEE ST,MV THEFT,,Motor Vehicle,126323
2022/12/07 00:00:00+00,0605,0605,200 LIME ST,AGGRAVATED ASSAULT,Yes,,126324
2022/12/07 00:00:00+00,2204,2204,200 TURTLE ST,AGGRAVATED ASSAULT,,,126325
2022/12/07 00:00:00+00,0800,0800,2500 E  GENESEE ST,ROBBERY,Yes,,126326
2022/12/07 00:00:00+00,0749,0749,300 E  WASHINGTON ST,LARCENY,,All Other,126327
2022/12/07 00:00:00+00,1308,1308,300 JAMES ST,LARCENY,,Shoplifting,126328
2022/12/07 00:00:00+00,0101,0101,300 VAN BUREN ST,ROBBERY,,,126329
2022/12/07 00:00:00+00,2101,2159,400 CHINOOK DR,LARCENY,,From Building,126330
2022/12/07 00:00:00+00,1014,1014,500 S  SALINA ST,AGGRAVATED ASSAULT,Yes,,126331
2022/12/07 00:00:00+00,1727,1727,500 WOLF ST,AGGRAVATED ASSAULT,Yes,,126332
2022/12/07 00:00:00+00,1435,1435,700 KIRKPATRICK ST,LARCENY,,All Other,126333
2022/12/06 00:00:00+00,1801,1801,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126334
2022/12/06 00:00:00+00,1332,1332,100 BALLANTYNE RD,LARCENY,Yes,All Other,126335
2022/12/06 00:00:00+00,1207,1207,200 S  BEECH ST,AGGRAVATED ASSAULT,,,126336
2022/12/06 00:00:00+00,1918,1918,2000 E FAYETTE ST,ROBBERY,Yes,,126337
2022/12/06 00:00:00+00,0729,0729,2500 ERIE BLVD E,LARCENY,,All Other,126338
2022/12/06 00:00:00+00,1318,1318,3800 S  SALINA ST,LARCENY,Yes,All Other,126339
2022/12/06 00:00:00+00,1718,1723,400 OAKWOOD AV,LARCENY,,From Building,126340
2022/12/06 00:00:00+00,1708,1708,400 W  LAFAYETTE AV,AGGRAVATED ASSAULT,,,126341
2022/12/06 00:00:00+00,1730,1730,400 W  ONONDAGA ST,LARCENY,Yes,From Building,126342
2022/12/06 00:00:00+00,1057,1057,4700 ONONDAGA BLVD,LARCENY,,Shoplifting,126343
2022/12/06 00:00:00+00,0111,0111,500 PARK AV,AGGRAVATED ASSAULT,Yes,,126344
2022/12/06 00:00:00+00,1046,1046,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,126345
2022/12/06 00:00:00+00,1721,1721,700 FIRST NORTH ST,LARCENY,,Shoplifting,126346
2022/12/06 00:00:00+00,0028,0028,800 ERIE BLVD W,BURGLARY,,From Building,126347
2022/12/05 00:00:00+00,1500,1530,1 DESTINY USA DR,LARCENY,,Purse Snatch,126348
2022/12/05 00:00:00+00,1339,1339,1 DESTINY USA DR,LARCENY,,Shoplifting,126349
2022/12/05 00:00:00+00,1930,1935,1900 E  FAYETTE ST,LARCENY,,All Other,126350
2022/12/05 00:00:00+00,1040,1040,200 LAFAYETTE RD,LARCENY,,From Motor Vehicle,126351
2022/12/05 00:00:00+00,2102,2102,200 SUNRISE DR,LARCENY,,All Other,126352
2022/12/05 00:00:00+00,2120,2120,2000 E  GENESEE ST,AGGRAVATED ASSAULT,Yes,,126353
2022/12/05 00:00:00+00,1021,1021,2500 ERIE BLVD E,LARCENY,,All Other,126354
2022/12/05 00:00:00+00,1746,1746,400 ASH ST,ROBBERY,,,126355
2022/12/05 00:00:00+00,1432,1432,4000 S  SALINA ST,LARCENY,,Shoplifting,126356
2022/12/05 00:00:00+00,1100,1130,600 S  GEDDES ST,LARCENY,,From Motor Vehicle,126357
2022/12/05 00:00:00+00,1717,1717,600 VINE ST,LARCENY,Yes,All Other,126358
2022/12/05 00:00:00+00,0000,0900,700 COMSTOCK AV,LARCENY,,All Other,126359
2022/12/05 00:00:00+00,1643,1643,700 N  CLINTON ST,LARCENY,,All Other,126360
2022/12/05 00:00:00+00,2247,2247,700 PARK AV,AGGRAVATED ASSAULT,Yes,,126361
2022/12/05 00:00:00+00,2024,2049,700 W  GENESEE ST,LARCENY,,From Motor Vehicle,126362
2022/12/05 00:00:00+00,0309,0309,800 POND ST,ROBBERY,Yes,,126363
2022/12/05 00:00:00+00,1149,1149,900 JAMES ST,LARCENY,,All Other,126364
2022/12/04 00:00:00+00,2226,2226,0 PARK ST & HIGHLAND ST,MV THEFT,,Motor Vehicle,126365
2022/12/04 00:00:00+00,1050,1430,100 CARBON ST,MV THEFT,Yes,Motor Vehicle,126366
2022/12/04 00:00:00+00,1200,2230,100 MOUNT OLYMPUS DR,LARCENY,,All Other,126367
2022/12/04 00:00:00+00,0000,1929,100 SEWARD ST,BURGLARY,,From Building,126368
2022/12/04 00:00:00+00,1321,1321,1600 E  FAYETTE ST,MV THEFT,,Motor Vehicle,126369
2022/12/04 00:00:00+00,0135,0135,1600 N  SALINA ST,MV THEFT,,Motor Vehicle,126370
2022/12/04 00:00:00+00,1406,1406,2000 E  GENESEE ST,AGGRAVATED ASSAULT,Yes,,126371
2022/12/04 00:00:00+00,1538,1538,300 CHEMUNG ST,AGGRAVATED ASSAULT,,,126372
2022/12/04 00:00:00+00,1717,1717,4000 S  SALINA ST,LARCENY,,Shoplifting,126373
2022/12/04 00:00:00+00,0757,0757,500 BUTTERNUT ST,BURGLARY,Yes,Shoplifting,126374
2022/12/03 00:00:00+00,1550,1550,100 FITCH ST,MV THEFT,,Motor Vehicle,126375
2022/12/03 00:00:00+00,1750,0845,100 HARRISON PL,MV THEFT,,Motor Vehicle,126376
2022/12/03 00:00:00+00,0129,0129,100 OAK ST,MV THEFT,,Of Bicycle,126377
2022/12/03 00:00:00+00,0317,0317,1000 HARRISON ST,BURGLARY,,All Other,126378
2022/12/03 00:00:00+00,0317,0317,1000 HARRISON ST,BURGLARY,,From Building,126379
2022/12/03 00:00:00+00,0100,0830,1100 MADISON ST,BURGLARY,,,126380
2022/12/03 00:00:00+00,1900,1900,1800 E  FAYETTE ST,LARCENY,,All Other,126381
2022/12/03 00:00:00+00,0206,0206,200 FITCH ST,LARCENY,,All Other,126382
2022/12/03 00:00:00+00,2334,2334,200 FOREST AV,LARCENY,,All Other,126383
2022/12/03 00:00:00+00,1200,1700,200 HARVARD PL,LARCENY,,From Motor Vehicle,126384
2022/12/03 00:00:00+00,1200,1200,200 HAZELWOOD AV,LARCENY,,From Motor Vehicle,126385
2022/12/03 00:00:00+00,2200,2218,200 POLK ST,MV THEFT,,Motor Vehicle,126386
2022/12/03 00:00:00+00,0624,0624,300 ELM ST,BURGLARY,Yes,From Building,126387
2022/12/03 00:00:00+00,2030,2100,300 N  MIDLER AV,MV THEFT,,Motor Vehicle,126388
2022/12/03 00:00:00+00,0437,0437,300 PROSPECT AV,LARCENY,,Unknown,126389
2022/12/03 00:00:00+00,1949,1949,4100 S  SALINA ST,LARCENY,Yes,Shoplifting,126390
2022/12/03 00:00:00+00,1805,1805,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,126391
2022/12/03 00:00:00+00,1900,0750,700 W  GENESEE ST,LARCENY,,Of MV Parts/Accessories,126392
2022/12/03 00:00:00+00,0311,0311,800 SPENCER ST,BURGLARY,Yes,,126393
2022/12/03 00:00:00+00,0249,0249,900 ACKERMAN AV,BURGLARY,,,126394
2022/12/03 00:00:00+00,0930,0930,900 BELLEVUE AV,BURGLARY,Yes,,126395
2022/12/02 00:00:00+00,2328,2328,1 DESTINY USA DR,BURGLARY,,From Building,126396
2022/12/02 00:00:00+00,1811,1811,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126397
2022/12/02 00:00:00+00,0705,0705,100 GLENWOOD AV,ROBBERY,,,126398
2022/12/02 00:00:00+00,0015,0015,100 S  MIDLER AV,AGGRAVATED ASSAULT,,,126399
2022/12/02 00:00:00+00,1100,1232,100 SOLAR ST,LARCENY,,From Motor Vehicle,126400
2022/12/02 00:00:00+00,2204,2204,200 CARBON ST,LARCENY,,All Other,126401
2022/12/02 00:00:00+00,0035,1340,200 COLERIDGE AV,LARCENY,,From Motor Vehicle,126402
2022/12/02 00:00:00+00,0600,1250,200 LAFAYETTE RD,LARCENY,,All Other,126403
2022/12/02 00:00:00+00,2247,2247,200 W  PLEASANT AV,AGGRAVATED ASSAULT,Yes,,126404
2022/12/02 00:00:00+00,0455,0455,200 WOLF ST,MV THEFT,,Motor Vehicle,126405
2022/12/02 00:00:00+00,1942,1942,300 MONTGOMERY ST,AGGRAVATED ASSAULT,Yes,,126406
2022/12/02 00:00:00+00,1020,1020,400 DURSTON AV,LARCENY,,From Building,126407
2022/12/02 00:00:00+00,1730,1730,400 OAK ST,LARCENY,,From Building,126408
2022/12/02 00:00:00+00,0908,1315,400 S  SALINA ST,LARCENY,,All Other,126409
2022/12/02 00:00:00+00,0000,1200,400 W  BEARD AV,BURGLARY,,All Other,126410
2022/12/02 00:00:00+00,1739,1739,500 BUTTERNUT ST,LARCENY,,From Building,126411
2022/12/02 00:00:00+00,0901,0901,600 ONEIDA ST,LARCENY,,All Other,126412
2022/12/02 00:00:00+00,0740,0740,600 W  ONONDAGA ST,LARCENY,,All Other,126413
2022/12/02 00:00:00+00,0347,0347,700 N  ALVORD ST,AGGRAVATED ASSAULT,,,126414
2022/12/01 00:00:00+00,1244,1244,100 CLARKE ST,LARCENY,,All Other,126415
2022/12/01 00:00:00+00,0856,0856,100 NIVEN ST,LARCENY,,All Other,126416
2022/12/01 00:00:00+00,2346,2346,1100 S  MCBRIDE ST,AGGRAVATED ASSAULT,Yes,,126417
2022/12/01 00:00:00+00,1535,1535,200 COMSTOCK AV,LARCENY,,All Other,126418
2022/12/01 00:00:00+00,1159,0020,300 PROSPECT AVE,MV THEFT,,Of Bicycle,126419
2022/12/01 00:00:00+00,1730,1730,500 BUTTERNUT ST,ROBBERY,,Shoplifting,126420
2022/12/01 00:00:00+00,0004,0004,700 VALLEY DR,MURDER,,,126421
2022/11/30 00:00:00+00,2100,0700,100 N  GEDDES ST,BURGLARY,,From Building,126422
2022/11/30 00:00:00+00,1930,1930,100 WOLF ST,BURGLARY,,From Building,126423
2022/11/30 00:00:00+00,1200,1219,1000 MEADOWBROOK DR,LARCENY,,All Other,126424
2022/11/30 00:00:00+00,2019,2019,1100 E  COLVIN ST,LARCENY,,All Other,126425
2022/11/30 00:00:00+00,0946,0946,1100 JAMES ST,LARCENY,,All Other,126426
2022/11/30 00:00:00+00,2100,0800,200 MARTIN LUTHER KING      E,MV THEFT,Yes,Motor Vehicle,126427
2022/11/30 00:00:00+00,1756,1756,200 WALTON ST,LARCENY,,All Other,126428
2022/11/30 00:00:00+00,0145,0145,200 WYOMING ST,ROBBERY,,,126429
2022/11/30 00:00:00+00,1605,1605,300 FARMER ST,LARCENY,,From Mailbox,126430
2022/11/30 00:00:00+00,1605,1605,4400 S  SALINA ST,AGGRAVATED ASSAULT,Yes,,126431
2022/11/30 00:00:00+00,1222,1222,500 BUTTERNUT ST,LARCENY,,From Building,126432
2022/11/30 00:00:00+00,0800,1544,500 BUTTERNUT ST,BURGLARY,,,126433
2022/11/30 00:00:00+00,2200,2030,700 S  CROUSE AV,LARCENY,,From Building,126434
2022/11/30 00:00:00+00,0355,0414,800 HIAWATHA BLVD W,LARCENY,,From Motor Vehicle,126435
2022/11/30 00:00:00+00,0100,0110,900 POND ST,LARCENY,,From Motor Vehicle,126436
2022/11/29 00:00:00+00,1330,1337,100 COLUMBIA AV,LARCENY,,All Other,126437
2022/11/29 00:00:00+00,2222,2222,100 RADISSON CT,AGGRAVATED ASSAULT,,,126438
2022/11/29 00:00:00+00,1126,1126,100 SHIRLEY RD,LARCENY,,All Other,126439
2022/11/29 00:00:00+00,0330,0415,100 SMITH LN,BURGLARY,,From Building,126440
2022/11/29 00:00:00+00,0730,1436,1200 W  GENESEE ST,LARCENY,,Of MV Parts/Accessories,126441
2022/11/29 00:00:00+00,0121,0121,2400 JAMES ST,AGGRAVATED ASSAULT,Yes,,126442
2022/11/29 00:00:00+00,0925,0925,300 HAWLEY AV,LARCENY,,All Other,126443
2022/11/29 00:00:00+00,0200,1529,300 HILLSDALE AV,LARCENY,,All Other,126444
2022/11/29 00:00:00+00,1704,1704,400 BURNET AV,MV THEFT,Yes,Motor Vehicle,126445
2022/11/29 00:00:00+00,0600,1449,400 CADILLAC ST,LARCENY,,Of MV Parts/Accessories,126446
2022/11/29 00:00:00+00,1823,1823,4100 BRIGHTON PL,LARCENY,,From Building,126447
2022/11/29 00:00:00+00,2247,2247,600 JAMES ST,LARCENY,,All Other,126448
2022/11/29 00:00:00+00,1905,1520,900 LEMOYNE AV,LARCENY,,From Motor Vehicle,126449
2022/11/28 00:00:00+00,1900,1000,1 DESTINY USA DR,BURGLARY,,From Building,126450
2022/11/28 00:00:00+00,1421,1421,100 FENTON ST,LARCENY,,All Other,126451
2022/11/28 00:00:00+00,0330,0330,100 FURMAN ST,BURGLARY,,From Building,126452
2022/11/28 00:00:00+00,1624,1700,100 MOUNT OLYMPUS DR,LARCENY,,From Building,126453
2022/11/28 00:00:00+00,1452,1452,100 SEWARD ST,AGGRAVATED ASSAULT,,,126454
2022/11/28 00:00:00+00,0922,0922,100 W  OSTRANDER AV,AGGRAVATED ASSAULT,,,126455
2022/11/28 00:00:00+00,0300,1900,1100 MADISON ST,BURGLARY,,From Building,126456
2022/11/28 00:00:00+00,2158,2158,1100 SOUTH AV,BURGLARY,,Motor Vehicle,126457
2022/11/28 00:00:00+00,2227,2227,200 E  KENNEDY ST,BURGLARY,,,126458
2022/11/28 00:00:00+00,1559,1559,200 S  GEDDES ST,LARCENY,Yes,From Building,126459
2022/11/28 00:00:00+00,1200,1130,200 W  PLEASANT AV,BURGLARY,,From Building,126460
2022/11/28 00:00:00+00,1735,1757,200 WAVERLY,LARCENY,,All Other,126461
2022/11/28 00:00:00+00,1416,1416,4000 S  SALINA ST,LARCENY,Yes,Shoplifting,126462
2022/11/28 00:00:00+00,1414,1414,500 BUTTERNUT ST,LARCENY,,From Building,126463
2022/11/28 00:00:00+00,0053,0053,500 HIAWATHA BLVD E,LARCENY,,From Motor Vehicle,126464
2022/11/28 00:00:00+00,0815,0815,600 N  STATE ST,LARCENY,,From Building,126465
2022/11/28 00:00:00+00,1512,1512,700 E  GENESEE ST,LARCENY,,From Motor Vehicle,126466
2022/11/28 00:00:00+00,2000,2215,700 KIRKPATRICK ST,BURGLARY,,From Building,126467
2022/11/28 00:00:00+00,0923,0923,800 JAMES ST,BURGLARY,,From Building,126468
2022/11/28 00:00:00+00,1152,1152,900 WADSWORTH ST,LARCENY,,From Motor Vehicle,126469
2022/11/28 00:00:00+00,1138,1138,900 WOLF ST,MV THEFT,,Motor Vehicle,126470
2022/11/27 00:00:00+00,1450,1450,1 DESTINY USA DR,ROBBERY,,,126471
2022/11/27 00:00:00+00,0728,0828,100 ELIZABETH ST,AGGRAVATED ASSAULT,,,126472
2022/11/27 00:00:00+00,1045,1045,100 HARTSON ST,AGGRAVATED ASSAULT,Yes,,126473
2022/11/27 00:00:00+00,0000,0947,100 LAKEVIEW AV,LARCENY,,All Other,126474
2022/11/27 00:00:00+00,2100,2300,100 PECK AV,MV THEFT,,Motor Vehicle,126475
2022/11/27 00:00:00+00,1120,0940,1200 ALMOND ST,LARCENY,,All Other,126476
2022/11/27 00:00:00+00,2000,1200,1300 PARK ST,LARCENY,,From Motor Vehicle,126477
2022/11/27 00:00:00+00,1050,0954,1500 E  GENESEE ST,LARCENY,,From Motor Vehicle,126478
2022/11/27 00:00:00+00,2200,1023,200 S  WARREN ST,LARCENY,,From Motor Vehicle,126479
2022/11/27 00:00:00+00,0452,0452,400 S  SALINA ST,MV THEFT,,Motor Vehicle,126480
2022/11/27 00:00:00+00,0000,1200,600 JAMES ST,BURGLARY,,From Building,126481
2022/11/27 00:00:00+00,0300,1006,700 OSTROM AV,LARCENY,,From Motor Vehicle,126482
2022/11/27 00:00:00+00,0900,1830,700 STOLP AV,BURGLARY,,All Other,126483
2022/11/27 00:00:00+00,2130,1000,900 E  GENESEE ST,LARCENY,,From Motor Vehicle,126484
2022/11/27 00:00:00+00,2130,1040,900 E  GENESEE ST,LARCENY,,From Motor Vehicle,126485
2022/11/26 00:00:00+00,1840,1840,1 DESTINY USA DR,LARCENY,,Shoplifting,126486
2022/11/26 00:00:00+00,1700,1217,100 CLIFTON PL,LARCENY,,All Other,126487
2022/11/26 00:00:00+00,2157,2157,100 JUDSON ST,AGGRAVATED ASSAULT,Yes,,126488
2022/11/26 00:00:00+00,1600,0841,1100 FIRST NORTH ST,LARCENY,,All Other,126489
2022/11/26 00:00:00+00,1706,1706,1300 W  ONONDAGA ST,AGGRAVATED ASSAULT,,,126490
2022/11/26 00:00:00+00,1600,2300,200 W  WATER ST,LARCENY,,From Motor Vehicle,126491
2022/11/26 00:00:00+00,1925,1925,300 E  BRIGHTON AV,BURGLARY,,,126492
2022/11/26 00:00:00+00,0651,0651,300 ELM ST,BURGLARY,,From Building,126493
2022/11/26 00:00:00+00,1522,1522,300 LEXINGTON AV,MV THEFT,,Motor Vehicle,126494
2022/11/26 00:00:00+00,2100,2355,300 W FAYETTE ST,MV THEFT,,Motor Vehicle,126495
2022/11/26 00:00:00+00,1536,1536,300 WARNER AV,AGGRAVATED ASSAULT,Yes,,126496
2022/11/26 00:00:00+00,2039,2039,500 DANFORTH ST,ROBBERY,,,126497
2022/11/26 00:00:00+00,1050,1430,500 SOLAR ST,LARCENY,,From Motor Vehicle,126498
2022/11/26 00:00:00+00,2023,2023,800 CARBON ST,AGGRAVATED ASSAULT,Yes,,126499
2022/11/25 00:00:00+00,0803,0803,0,AGGRAVATED ASSAULT,Yes,,126500
2022/11/25 00:00:00+00,1628,1628,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126501
2022/11/25 00:00:00+00,1521,1521,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126502
2022/11/25 00:00:00+00,0048,0048,100 WOOD AV,BURGLARY,,From Building,126503
2022/11/25 00:00:00+00,1223,1223,200 E  SENECA TPKE,LARCENY,,All Other,126504
2022/11/25 00:00:00+00,1606,1606,2500 ERIE BLVD E,BURGLARY,Yes,,126505
2022/11/25 00:00:00+00,0051,0051,600 JAMES ST,MV THEFT,Yes,Motor Vehicle,126506
2022/11/25 00:00:00+00,1700,1700,700 BUTTERNUT ST,LARCENY,,All Other,126507
2022/11/25 00:00:00+00,1500,1900,700 N  CLINTON ST,BURGLARY,,,126508
2022/11/24 00:00:00+00,1951,1951,1 DESTINY USA DR,BURGLARY,Yes,,126509
2022/11/24 00:00:00+00,0500,0500,100 HASBROUCK ST,LARCENY,,Of MV Parts/Accessories,126510
2022/11/24 00:00:00+00,1430,1430,100 MAPLE TER,MV THEFT,,Motor Vehicle,126511
2022/11/24 00:00:00+00,0512,0512,100 RONEY LN,ROBBERY,,,126512
2022/11/24 00:00:00+00,2247,2247,1600 BUTTERNUT ST,BURGLARY,,,126513
2022/11/24 00:00:00+00,2031,2031,1800 BELLEVUE AV,AGGRAVATED ASSAULT,Yes,,126514
2022/11/24 00:00:00+00,2100,0400,200 WESTCOTT ST,BURGLARY,,From Building,126515
2022/11/24 00:00:00+00,1142,1142,2600 ERIE BLVD E,LARCENY,,From Motor Vehicle,126516
2022/11/24 00:00:00+00,0630,0630,600 S  GEDDES ST,LARCENY,,Shoplifting,126517
2022/11/23 00:00:00+00,1745,1745,1 DESTINY USA DR,LARCENY,,Shoplifting,126518
2022/11/23 00:00:00+00,1251,1251,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126519
2022/11/23 00:00:00+00,2121,2121,100 COMSTOCK PL,BURGLARY,,From Building,126520
2022/11/23 00:00:00+00,1815,1900,100 W  CALTHROP AV,BURGLARY,,From Building,126521
2022/11/23 00:00:00+00,0234,0234,1000 E  FAYETTE ST,BURGLARY,,From Building,126522
2022/11/23 00:00:00+00,0332,0332,1600 BURNET AV,BURGLARY,,From Building,126523
2022/11/23 00:00:00+00,1650,1700,1800 W  GENESEE ST,MV THEFT,Yes,Motor Vehicle,126524
2022/11/23 00:00:00+00,1650,1650,200 W  FAYETTE ST,ROBBERY,Yes,,126525
2022/11/23 00:00:00+00,2200,0845,300 WILLUMAE DR,BURGLARY,,From Building,126526
2022/11/23 00:00:00+00,0130,0700,3100 JAMES ST,BURGLARY,,From Building,126527
2022/11/23 00:00:00+00,0117,0117,400 W  NEWELL ST,AGGRAVATED ASSAULT,,,126528
2022/11/23 00:00:00+00,2214,2214,700 OSTROM AV,BURGLARY,,From Building,126529
2022/11/22 00:00:00+00,1425,1425,0 CENTENNIAL DR,LARCENY,,From Building,126530
2022/11/22 00:00:00+00,0106,0106,100 MURRAY AV,AGGRAVATED ASSAULT,Yes,,126531
2022/11/22 00:00:00+00,1700,0507,100 RONEY LN,BURGLARY,,From Building,126532
2022/11/22 00:00:00+00,1316,1316,100 SWANSEA DR,LARCENY,,All Other,126533
2022/11/22 00:00:00+00,0504,0504,1100 BRIGHTON PL,BURGLARY,,From Building,126534
2022/11/22 00:00:00+00,1845,0755,2500 S  SALINA ST,BURGLARY,,,126535
2022/11/22 00:00:00+00,1756,1756,400 RIDGEWOOD DR,AGGRAVATED ASSAULT,Yes,,126536
2022/11/22 00:00:00+00,1423,1423,500 S  SALINA ST,AGGRAVATED ASSAULT,,,126537
2022/11/22 00:00:00+00,1838,1333,700 ERIE BLVD E,MV THEFT,,Motor Vehicle,126538
2022/11/21 00:00:00+00,1807,1807,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126539
2022/11/21 00:00:00+00,1839,1839,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126540
2022/11/21 00:00:00+00,1039,1039,100 DELAWARE ST,LARCENY,,From Building,126541
2022/11/21 00:00:00+00,2123,2123,100 E  COLVIN ST,BURGLARY,,,126542
2022/11/21 00:00:00+00,1400,1202,100 HOMECROFT RD,BURGLARY,,,126543
2022/11/21 00:00:00+00,0517,0517,100 ORLANDO AV,AGGRAVATED ASSAULT,,,126544
2022/11/21 00:00:00+00,1459,1459,100 WALTON ST,LARCENY,,All Other,126545
2022/11/21 00:00:00+00,1330,1500,1200 MADISON ST,BURGLARY,,From Building,126546
2022/11/21 00:00:00+00,1449,1449,1400 MIDLAND AV,LARCENY,,All Other,126547
2022/11/21 00:00:00+00,1331,1331,200 BAKER AV,LARCENY,,All Other,126548
2022/11/21 00:00:00+00,1749,1749,200 CROLY ST,ROBBERY,,,126549
2022/11/21 00:00:00+00,0737,0737,200 GRAPE TER,MV THEFT,,Motor Vehicle,126550
2022/11/21 00:00:00+00,1424,1424,600 BALLANTYNE RD,ROBBERY,,,126551
2022/11/21 00:00:00+00,0358,0358,700 JAMES ST,BURGLARY,,,126552
2022/11/21 00:00:00+00,0230,0538,900 E  GENESEE ST,LARCENY,,From Motor Vehicle,126553
2022/11/21 00:00:00+00,1330,1330,900 N  TOWNSEND ST,LARCENY,,All Other,126554
2022/11/21 00:00:00+00,0717,0717,900 WILLIS AV,LARCENY,,From Building,126555
2022/11/20 00:00:00+00,1559,1559,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,126556
2022/11/20 00:00:00+00,2347,2347,100 HIXSON AVE,MV THEFT,,Of Bicycle,126557
2022/11/20 00:00:00+00,1800,0842,100 LAFAYETTE RD,LARCENY,,From Building,126558
2022/11/20 00:00:00+00,2220,0907,100 MORGAN AV,LARCENY,,All Other,126559
2022/11/20 00:00:00+00,1614,0815,100 POND LN,LARCENY,,All Other,126560
2022/11/20 00:00:00+00,1246,0913,1400 S  SALINA ST,LARCENY,,All Other,126561
2022/11/20 00:00:00+00,1047,0836,200 FELLOWS AV,LARCENY,,All Other,126562
2022/11/20 00:00:00+00,0500,0828,200 W  JEFFERSON ST,LARCENY,,From Motor Vehicle,126563
2022/11/20 00:00:00+00,1019,1019,400 JAMES ST,LARCENY,,All Other,126564
2022/11/20 00:00:00+00,0533,0533,400 UNIVERSITY AV,BURGLARY,,From Building,126565
2022/11/20 00:00:00+00,0030,0931,500 RICHMOND AV,LARCENY,,All Other,126566
2022/11/20 00:00:00+00,1700,0923,500 SOLAR ST,LARCENY,,From Motor Vehicle,126567
2022/11/20 00:00:00+00,1815,1930,600 AUDUBON PKWY,LARCENY,,All Other,126568
2022/11/20 00:00:00+00,0700,1633,600 SECOND NORTH ST,BURGLARY,,From Building,126569
