DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,ARREST,LARCENYCODE,OBJECTID
2018/05/12 04:00:00+00,2130,2130,300 SEVENTH NORTH ST,AGGRAVATED ASSAULT,,Yes,,1341
2018/05/14 04:00:00+00,1729,1729,1200 S  STATE ST,AGGRAVATED ASSAULT,,Yes,,1342
2018/05/14 04:00:00+00,2250,2250,300 FURMAN ST,AGGRAVATED ASSAULT,,,,1343
2018/05/14 04:00:00+00,1625,1625,1700 E  FAYETTE ST,AGGRAVATED ASSAULT,A,,,1344
2018/05/15 04:00:00+00,1120,1120,400 CRAIG ST,ARSON,,,,1345
2018/05/15 04:00:00+00,2124,2124,700 E  ADAMS ST,ROBBERY,,,,1346
2018/05/16 04:00:00+00,1717,1717,400 N  MIDLER AV,AGGRAVATED ASSAULT,,,,1347
2018/05/16 04:00:00+00,2200,2200,700 E  ADAMS ST,BURGLARY,,,,1348
2018/05/17 04:00:00+00,27,27,300 COLUMBUS AV,AGGRAVATED ASSAULT,,,,1349
2018/05/17 04:00:00+00,1748,1748,0 COSTELLO CT,ROBBERY,,,,1350
2018/01/19 05:00:00+00,1404,1404,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1351
2018/01/19 05:00:00+00,1837,1837,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1352
2018/01/20 05:00:00+00,2030,2030,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1353
2018/01/20 05:00:00+00,2020,2020,400 BUTTERNUT ST,LARCENY,,,Shoplifting,1354
2018/01/21 05:00:00+00,1236,1236,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1355
2018/01/22 05:00:00+00,1226,1238,600 SOUTH AV,LARCENY,,,Shoplifting,1356
2018/01/22 05:00:00+00,1310,1310,1 DESTINY USA DR,LARCENY,,,Shoplifting,1357
2018/01/22 05:00:00+00,1916,1916,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1358
2018/01/23 05:00:00+00,1527,1615,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1359
2018/01/23 05:00:00+00,1642,1642,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1360
2018/01/24 05:00:00+00,1914,1914,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1361
2018/01/24 05:00:00+00,1924,1924,1000 W  GENESEE ST,ROBBERY,,,Shoplifting,1362
2018/01/25 05:00:00+00,1955,1955,1 DESTINY USA DR,LARCENY,,,Shoplifting,1363
2018/01/25 05:00:00+00,1530,1530,2500 ERIE BLVD E,LARCENY,,,Shoplifting,1364
2018/01/26 05:00:00+00,144,144,700 S  GEDDES ST,LARCENY,,Yes,Shoplifting,1365
2018/01/26 05:00:00+00,1217,1217,600 SOUTH AV,LARCENY,,Yes,Shoplifting,1366
2018/01/26 05:00:00+00,2035,2035,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1367
2018/01/26 05:00:00+00,2041,2041,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1368
2018/01/26 05:00:00+00,2103,2103,300 S  SALINA ST,LARCENY,,Yes,Shoplifting,1369
2018/01/27 05:00:00+00,1237,1237,500 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1370
2018/01/27 05:00:00+00,1632,1632,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1371
2018/01/28 05:00:00+00,1337,1337,1 DESTINY USA DR,LARCENY,,,Shoplifting,1372
2018/01/29 05:00:00+00,2359,2359,500 BUTTERNUT ST,LARCENY,,,Shoplifting,1373
2018/01/31 05:00:00+00,1704,1708,600 SOUTH AV,LARCENY,,,Shoplifting,1374
2018/01/31 05:00:00+00,1849,1849,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1375
2018/02/01 05:00:00+00,1613,1613,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1376
2018/02/02 05:00:00+00,1027,1027,1 DESTINY USA DR,LARCENY,,,Shoplifting,1377
2018/02/02 05:00:00+00,1407,1407,1 DESTINY USA DR,LARCENY,,,Shoplifting,1378
2018/02/04 05:00:00+00,1115,1115,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1379
2018/02/05 05:00:00+00,1330,1330,1 DESTINY USA DR,LARCENY,,,Shoplifting,1380
2018/02/05 05:00:00+00,1501,1501,700 FIRST NORTH ST,BURGLARY,,Yes,Shoplifting,1381
2018/02/05 05:00:00+00,1832,1832,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1382
2018/02/06 05:00:00+00,1245,1245,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1383
2018/02/06 05:00:00+00,1325,1325,1 DESTINY USA DR,LARCENY,,,Shoplifting,1384
2018/02/06 05:00:00+00,1331,1331,1 DESTINY USA DR,LARCENY,,,Shoplifting,1385
2018/02/06 05:00:00+00,1400,1400,400 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1386
2018/02/06 05:00:00+00,1543,1543,1 DESTINY USA DR,LARCENY,,,Shoplifting,1387
2018/02/06 05:00:00+00,1323,1323,1 DESTINY USA DR,LARCENY,,,Shoplifting,1388
2018/02/06 05:00:00+00,2110,2110,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1389
2018/02/06 05:00:00+00,1530,1600,1 DESTINY USA DR,LARCENY,,,Shoplifting,1390
2018/02/07 05:00:00+00,1416,1416,1 DESTINY USA DR,LARCENY,,,Shoplifting,1391
2018/02/08 05:00:00+00,1342,1342,600 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1392
2018/02/08 05:00:00+00,1715,1715,1 DESTINY USA DR,LARCENY,,,Shoplifting,1393
2018/02/09 05:00:00+00,1230,1230,1 DESTINY USA DR,LARCENY,,,Shoplifting,1394
2018/02/09 05:00:00+00,1722,1722,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1395
2018/02/09 05:00:00+00,2055,2055,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1396
2018/02/10 05:00:00+00,1346,1346,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1397
2018/02/10 05:00:00+00,1919,1919,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1398
2018/02/11 05:00:00+00,1357,1357,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1399
2018/02/11 05:00:00+00,1421,1421,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1400
2018/03/11 05:00:00+00,620,620,200 HIGHLAND ST,ROBBERY,,,Purse Snatch,1401
2018/03/12 04:00:00+00,2000,2200,1 DESTINY USA DR,LARCENY,,,Purse Snatch,1402
2018/03/16 04:00:00+00,2053,2053,100 WALTON ST,LARCENY,,,Purse Snatch,1403
2018/03/16 04:00:00+00,1906,1906,1 DESTINY USA DR,LARCENY,,,Purse Snatch,1404
2018/03/25 04:00:00+00,1453,1453,2500 ERIE BLVD E,ROBBERY,,Yes,Purse Snatch,1405
2018/03/28 04:00:00+00,1915,1915,600 W  ONONDAGA ST,ROBBERY,,,Purse Snatch,1406
2018/04/05 04:00:00+00,1707,1707,100 MILDRED AV,LARCENY,,,Purse Snatch,1407
2018/04/15 04:00:00+00,640,640,200 DOROTHY ST,ROBBERY,,,Purse Snatch,1408
2018/04/23 04:00:00+00,2130,2130,200 W  FAYETTE ST,LARCENY,,,Purse Snatch,1409
2018/04/27 04:00:00+00,1245,1245,700 PARK ST,LARCENY,,Yes,Purse Snatch,1410
2018/04/27 04:00:00+00,2135,2135,100 JAMESVILLE AV,ROBBERY,,,Purse Snatch,1411
2018/05/18 04:00:00+00,1445,1445,200 CLEVELAND AV,LARCENY,,,Purse Snatch,1412
2018/05/19 04:00:00+00,1639,1639,3100 JAMES ST,ROBBERY,,,Purse Snatch,1413
2018/05/26 04:00:00+00,456,456,200 RICH ST,ROBBERY,,,Purse Snatch,1414
2018/05/26 04:00:00+00,915,915,600 POND ST,ROBBERY,,,Purse Snatch,1415
2018/01/01 05:00:00+00,1120,1120,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1416
2018/01/02 05:00:00+00,1929,1929,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1417
2018/01/03 05:00:00+00,1759,1759,1 DESTINY USA DR,LARCENY,,,Shoplifting,1418
2018/01/05 05:00:00+00,1320,1320,1 DESTINY USA DR,LARCENY,,,Shoplifting,1419
2018/01/05 05:00:00+00,1718,1718,400 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1420
2018/01/06 05:00:00+00,1220,1220,3000 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1421
2018/01/06 05:00:00+00,1307,1307,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1422
2018/01/07 05:00:00+00,1651,1651,1 DESTINY USA DR,LARCENY,,,Shoplifting,1423
2018/01/08 05:00:00+00,1643,1643,1 DESTINY USA DR,LARCENY,,,Shoplifting,1424
2018/01/08 05:00:00+00,1956,1956,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1425
2018/01/09 05:00:00+00,1100,1100,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1426
2018/01/09 05:00:00+00,1020,1020,1 DESTINY USA DR,LARCENY,,,Shoplifting,1427
2018/01/09 05:00:00+00,1845,1845,1 DESTINY USA DR,LARCENY,,,Shoplifting,1428
2018/01/10 05:00:00+00,1504,1504,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1429
2018/01/10 05:00:00+00,1533,1533,400 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1430
2018/01/10 05:00:00+00,1555,1555,1 DESTINY USA DR,LARCENY,,,Shoplifting,1431
2018/01/10 05:00:00+00,1914,1914,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1432
2018/01/11 05:00:00+00,1232,1232,3800 S  SALINA ST,LARCENY,,Yes,Shoplifting,1433
2018/01/11 05:00:00+00,1538,1538,2800 S  SALINA ST,LARCENY,,,Shoplifting,1434
2018/01/11 05:00:00+00,1607,1607,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1435
2018/01/12 05:00:00+00,858,858,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1436
2018/01/12 05:00:00+00,1216,1216,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1437
2018/01/12 05:00:00+00,1333,1334,1800 W  GENESEE ST,LARCENY,,,Shoplifting,1438
2018/01/12 05:00:00+00,1853,1853,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1439
2018/01/13 05:00:00+00,1428,1428,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1440
2018/01/13 05:00:00+00,1910,1910,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1441
2018/01/14 05:00:00+00,1333,1333,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1442
2018/01/14 05:00:00+00,1359,1359,3800 S  SALINA ST,LARCENY,,,Shoplifting,1443
2018/01/15 05:00:00+00,1830,1830,4700 ONONDAGA BLVD,LARCENY,A,,Shoplifting,1444
2018/01/15 05:00:00+00,1910,1910,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1445
2018/01/17 05:00:00+00,1238,1238,1 DESTINY USA DR,ROBBERY,,,Shoplifting,1446
2018/01/17 05:00:00+00,1238,1238,1 DESTINY USA DR,ROBBERY,A,,Shoplifting,1447
2018/01/17 05:00:00+00,2145,2145,300 W  JEFFERSON ST,LARCENY,,,Shoplifting,1448
2018/01/19 05:00:00+00,905,905,2300 JAMES ST,LARCENY,,,Shoplifting,1449
2018/01/19 05:00:00+00,1213,1213,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1450
2018/04/27 04:00:00+00,745,1630,300 HAWLEY AV,LARCENY,,,Of Bicycle,1451
2018/04/28 04:00:00+00,1220,1220,200 CLEVELAND AV,ROBBERY,,Yes,Of Bicycle,1452
2018/05/03 04:00:00+00,1235,1235,100 BASSETT ST,LARCENY,,,Of Bicycle,1453
2018/05/05 04:00:00+00,1230,1230,100 FISH AVE,LARCENY,,,Of Bicycle,1454
2018/05/06 04:00:00+00,1940,1940,200 UNIVERSITY AV,ROBBERY,,,Of Bicycle,1455
2018/05/15 04:00:00+00,1345,1410,1500 S  SALINA ST,LARCENY,,,Of Bicycle,1456
2018/05/16 04:00:00+00,100,1700,100 N  SALINA ST,LARCENY,,,Of Bicycle,1457
2018/05/17 04:00:00+00,200,1140,100 TENNYSON AV,LARCENY,,,Of Bicycle,1458
2018/05/17 04:00:00+00,1100,1755,400 GRANT BLVD,LARCENY,,,Of Bicycle,1459
2018/05/18 04:00:00+00,1219,1219,2000 LODI ST,LARCENY,,,Of Bicycle,1460
2018/05/18 04:00:00+00,1900,2000,400 ROWLAND ST,BURGLARY,,,Of Bicycle,1461
2018/05/18 04:00:00+00,2345,445,200 GREEN ST,LARCENY,,,Of Bicycle,1462
2018/05/18 04:00:00+00,815,1315,300 E  WASHINGTON ST,LARCENY,,,Of Bicycle,1463
2018/05/30 04:00:00+00,1800,1800,600 MOUNTAINVIEW AV,LARCENY,,,Of Bicycle,1464
2018/01/09 05:00:00+00,1510,1510,200 E  WASHINGTON ST,LARCENY,,,Of MV Parts/Accessories,1465
2018/01/10 05:00:00+00,1322,1322,900 ONONDAGA AV,MV THEFT,,Yes,Of MV Parts/Accessories,1466
2018/01/17 05:00:00+00,1600,2030,700 HIAWATHA BLVD E,LARCENY,,,Of MV Parts/Accessories,1467
2018/01/22 05:00:00+00,1700,800,600 VALLEY DR,LARCENY,,,Of MV Parts/Accessories,1468
2018/01/24 05:00:00+00,918,918,300 HUDSON ST,MV THEFT,,,Of MV Parts/Accessories,1469
2018/02/24 05:00:00+00,2300,1030,0 CENTENNIAL DR,LARCENY,,,Of MV Parts/Accessories,1470
2018/03/14 04:00:00+00,2200,900,1200 SPRING ST,LARCENY,,,Of MV Parts/Accessories,1471
2018/03/15 04:00:00+00,1241,1241,1000 W  COLVIN ST,LARCENY,,,Of MV Parts/Accessories,1472
2018/03/21 04:00:00+00,1800,745,400 SEYMOUR ST,LARCENY,,,Of MV Parts/Accessories,1473
2018/03/28 04:00:00+00,1503,1503,600 W  GENESEE ST,MV THEFT,,Yes,Of MV Parts/Accessories,1474
2018/03/29 04:00:00+00,1130,1130,800 E  BRIGHTON AV,LARCENY,,,Of MV Parts/Accessories,1475
2018/04/24 04:00:00+00,1200,1000,100 E  COLVIN ST,LARCENY,,,Of MV Parts/Accessories,1476
2018/04/24 04:00:00+00,1200,1200,100 ELMWOOD AV,LARCENY,,,Of MV Parts/Accessories,1477
2018/05/01 04:00:00+00,2230,2230,700 TWIN HILLS DR,LARCENY,,,Of MV Parts/Accessories,1478
2018/05/10 04:00:00+00,1605,1605,1 DESTINY USA DR,LARCENY,,,Of MV Parts/Accessories,1479
2018/05/12 04:00:00+00,2000,900,1200 N  STATE ST,LARCENY,,,Of MV Parts/Accessories,1480
2018/01/09 05:00:00+00,1736,1736,600 GIFFORD ST,ROBBERY,A,,Pocket Picking,1481
2018/01/21 05:00:00+00,550,550,1000 JAMES ST,ROBBERY,,,Pocket Picking,1482
2018/01/26 05:00:00+00,1800,1800,4900 S  SALINA ST,ROBBERY,,,Pocket Picking,1483
2018/02/12 05:00:00+00,1200,1200,600 W  ONONDAGA ST,BURGLARY,,,Pocket Picking,1484
2018/02/16 05:00:00+00,1404,1404,500 E  GENESEE ST,LARCENY,,,Pocket Picking,1485
2018/02/21 05:00:00+00,1000,1000,800 S  CROUSE AV,LARCENY,,,Pocket Picking,1486
2018/02/22 05:00:00+00,2015,2025,1 DESTINY USA DR,ROBBERY,,Yes,Pocket Picking,1487
2018/03/01 05:00:00+00,247,247,700 S  CROUSE AV,LARCENY,,,Pocket Picking,1488
2018/03/13 04:00:00+00,1146,1146,300 W  FAYETTE ST,LARCENY,,,Pocket Picking,1489
2018/04/14 04:00:00+00,338,338,300 KELLOGG ST,ROBBERY,,Yes,Pocket Picking,1490
2018/04/16 04:00:00+00,1152,1152,100 STAFFORD AV,LARCENY,,Yes,Pocket Picking,1491
2018/05/10 04:00:00+00,1600,1600,1300 BUTTERNUT ST,LARCENY,,,Pocket Picking,1492
2018/05/19 04:00:00+00,220,220,100 SMITH LN,ROBBERY,,,Pocket Picking,1493
2018/05/19 04:00:00+00,1400,1400,400 S  SALINA ST,LARCENY,,,Pocket Picking,1494
2018/01/03 05:00:00+00,1740,1800,3900 S  SALINA ST,LARCENY,,,Purse Snatch,1495
2018/01/15 05:00:00+00,1636,1636,1 DESTINY USA DR,ROBBERY,A,,Purse Snatch,1496
2018/02/09 05:00:00+00,1504,1504,500 CLARENDON ST,LARCENY,,,Purse Snatch,1497
2018/02/13 05:00:00+00,1712,1722,0 S  ALVORD ST,ROBBERY,,,Purse Snatch,1498
2018/02/24 05:00:00+00,118,118,100 DICKERSON ST,LARCENY,,,Purse Snatch,1499
2018/03/06 05:00:00+00,955,955,300 OTISCO ST,ROBBERY,A,,Purse Snatch,1500
2018/01/20 05:00:00+00,2225,254,4600 S  SALINA ST,BURGLARY,,,,1501
2018/01/20 05:00:00+00,2330,2338,1400 W  ONONDAGA ST,BURGLARY,,Yes,,1502
2018/01/21 05:00:00+00,1609,1609,600 KIRKPATRICK ST,BURGLARY,A,,,1503
2018/01/21 05:00:00+00,2225,2225,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,,Yes,,1504
2018/01/21 05:00:00+00,2255,2255,1600 E  FAYETTE ST,BURGLARY,,,,1505
2018/01/22 05:00:00+00,1138,1138,300 GIFFORD ST,AGGRAVATED ASSAULT,,,,1506
2018/01/22 05:00:00+00,1225,1225,900 DANFORTH ST,BURGLARY,A,,,1507
2018/01/22 05:00:00+00,1253,1253,400 N  STATE ST,ARSON,,,,1508
2018/01/22 05:00:00+00,1841,1841,200 HERBERT ST,BURGLARY,A,Yes,,1509
2018/01/22 05:00:00+00,2319,2319,100 RONEY LN,AGGRAVATED ASSAULT,,,,1510
2018/01/22 05:00:00+00,2338,2338,1000 OAK ST,AGGRAVATED ASSAULT,,Yes,,1511
2018/01/23 05:00:00+00,1832,1832,100 GROVE ST,AGGRAVATED ASSAULT,,,,1512
2018/01/25 05:00:00+00,1200,1215,100 HENRY ST,ARSON,A,Yes,,1513
2018/01/26 05:00:00+00,2230,2230,100 STUBEN ST,AGGRAVATED ASSAULT,,Yes,,1514
2018/01/28 05:00:00+00,200,200,1900 W  FAYETTE ST,AGGRAVATED ASSAULT,,,,1515
2018/01/31 05:00:00+00,2043,2043,200 WEBSTER AV,AGGRAVATED ASSAULT,,Yes,,1516
2018/02/01 05:00:00+00,110,110,2200 MIDLAND AV,AGGRAVATED ASSAULT,,Yes,,1517
2018/02/01 05:00:00+00,1235,1235,200 BASIN ST,AGGRAVATED ASSAULT,,Yes,,1518
2018/02/02 05:00:00+00,2200,1127,1800 E  FAYETTE ST,BURGLARY,,Yes,,1519
2018/02/03 05:00:00+00,1310,1300,100 LIGHT CT,AGGRAVATED ASSAULT,,Yes,,1520
2018/02/04 05:00:00+00,1435,1435,200 RICH ST,AGGRAVATED ASSAULT,,,,1521
2018/02/05 05:00:00+00,400,1628,1000 N  STATE ST,AGGRAVATED ASSAULT,,Yes,,1522
2018/02/06 05:00:00+00,1800,1540,100 MAYWOOD DR,BURGLARY,,,,1523
2018/02/06 05:00:00+00,1908,1908,100 W  PLEASANT AV,AGGRAVATED ASSAULT,,,,1524
2018/02/08 05:00:00+00,240,240,100 STEUBEN ST,BURGLARY,,,,1525
2018/02/08 05:00:00+00,1302,1302,1800 TEALL AV,AGGRAVATED ASSAULT,,,,1526
2018/02/09 05:00:00+00,1505,1511,700 JAMES ST,AGGRAVATED ASSAULT,,Yes,,1527
2018/02/11 05:00:00+00,527,600,100 KNAUL ST,BURGLARY,,Yes,,1528
2018/02/12 05:00:00+00,940,953,600 MERTENS AV,BURGLARY,,,,1529
2018/02/12 05:00:00+00,2103,2103,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1530
2018/02/14 05:00:00+00,1331,1331,200 MAGNOLIA ST,ARSON,,,,1531
2018/02/14 05:00:00+00,1846,1846,1100 CANNON ST,AGGRAVATED ASSAULT,,,,1532
2018/02/14 05:00:00+00,2249,2249,100 S  MIDLER AV,BURGLARY,,,,1533
2018/02/15 05:00:00+00,16,16,100 WASHINGTON SQ,AGGRAVATED ASSAULT,,Yes,,1534
2018/02/15 05:00:00+00,215,215,1300 BUTTERNUT ST,AGGRAVATED ASSAULT,,Yes,,1535
2018/02/15 05:00:00+00,401,401,1200 SOUTH AV,AGGRAVATED ASSAULT,,Yes,,1536
2018/02/15 05:00:00+00,1832,1832,100 DUDLEY ST,AGGRAVATED ASSAULT,,Yes,,1537
2018/02/15 05:00:00+00,2323,2323,100 DELONG AV,AGGRAVATED ASSAULT,,Yes,,1538
2018/02/15 05:00:00+00,1330,1330,700 HIXSON AV,AGGRAVATED ASSAULT,,,,1539
2018/02/16 05:00:00+00,1355,1355,300 JOHN ST,AGGRAVATED ASSAULT,,Yes,,1540
2018/02/16 05:00:00+00,2027,2027,200 CRAIG ST,AGGRAVATED ASSAULT,,,,1541
2018/02/17 05:00:00+00,35,40,500 HICKOCK AV,AGGRAVATED ASSAULT,,Yes,,1542
2018/02/17 05:00:00+00,55,59,1600 E  FAYETTE ST,AGGRAVATED ASSAULT,,Yes,,1543
2018/02/17 05:00:00+00,1300,1342,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,,,,1544
2018/02/18 05:00:00+00,200,200,300 W  GENESSE ST,AGGRAVATED ASSAULT,,,,1545
2018/02/18 05:00:00+00,510,510,100 DICKERSON ST,AGGRAVATED ASSAULT,,Yes,,1546
2018/02/18 05:00:00+00,1325,1329,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,,Yes,,1547
2018/02/20 05:00:00+00,2319,2319,300 OAKWOOD AV,AGGRAVATED ASSAULT,,,,1548
2018/02/20 05:00:00+00,2350,2350,700 PARK AV,AGGRAVATED ASSAULT,,,,1549
2018/02/21 05:00:00+00,41,41,700 BUTTERNUT ST,AGGRAVATED ASSAULT,,,,1550
2018/02/21 05:00:00+00,400,400,600 N  SALINA ST,AGGRAVATED ASSAULT,,,,1551
2018/02/21 05:00:00+00,1000,1000,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,,,,1552
2018/02/21 05:00:00+00,1604,1604,100 CROTON TER,AGGRAVATED ASSAULT,,Yes,,1553
2018/02/23 05:00:00+00,845,845,200 N  TOWNSEND ST,AGGRAVATED ASSAULT,,Yes,,1554
2018/02/23 05:00:00+00,1720,1720,300 COURT ST,AGGRAVATED ASSAULT,,,,1555
2018/02/24 05:00:00+00,57,57,300 S  MIDLER AV,AGGRAVATED ASSAULT,,Yes,,1556
2018/02/24 05:00:00+00,500,500,1800 E  FAYETTE ST,AGGRAVATED ASSAULT,,,,1557
2018/02/24 05:00:00+00,2010,2225,700 OSWEGO ST,AGGRAVATED ASSAULT,,Yes,,1558
2018/02/25 05:00:00+00,800,44,1400 LODI ST,AGGRAVATED ASSAULT,,,,1559
2018/02/25 05:00:00+00,1844,1844,200 JOHN ST,AGGRAVATED ASSAULT,,,,1560
2018/02/27 05:00:00+00,1007,1007,900 N  TOWNSEND ST,AGGRAVATED ASSAULT,,,,1561
2018/02/27 05:00:00+00,2255,2255,100 RIVERDALE DR,AGGRAVATED ASSAULT,,,,1562
2018/03/01 05:00:00+00,429,429,500 S  SALINA ST,BURGLARY,A,,,1563
2018/03/01 05:00:00+00,1750,1758,1200 JAMES ST,AGGRAVATED ASSAULT,,,,1564
2018/03/02 05:00:00+00,2055,2055,100 SMITH LN,AGGRAVATED ASSAULT,,,,1565
2018/03/03 05:00:00+00,1225,1225,400 S  SALINA ST,AGGRAVATED ASSAULT,,,,1566
2018/03/04 05:00:00+00,959,959,300 MARCELLUS ST,AGGRAVATED ASSAULT,,Yes,,1567
2018/03/04 05:00:00+00,1641,1641,1 DESTINY USA DR,AGGRAVATED ASSAULT,,Yes,,1568
2018/03/06 05:00:00+00,1659,1659,300 W  PLEASANT AV,AGGRAVATED ASSAULT,,Yes,,1569
2018/03/07 05:00:00+00,642,642,200 N  STATE ST,AGGRAVATED ASSAULT,,,,1570
2018/03/09 05:00:00+00,1223,1223,100 STINARD AV,BURGLARY,,,,1571
2018/03/10 05:00:00+00,2350,8,100 W  ONONDAGA ST,AGGRAVATED ASSAULT,,Yes,,1572
2018/03/10 05:00:00+00,150,200,400 CORTLAND AV,AGGRAVATED ASSAULT,,Yes,,1573
2018/03/10 05:00:00+00,2323,2323,100 FOREST AV,AGGRAVATED ASSAULT,,Yes,,1574
2018/03/11 05:00:00+00,1140,1148,100 MURRAY AV,AGGRAVATED ASSAULT,,Yes,,1575
2018/03/11 05:00:00+00,2114,2114,300 N  CROUSE AV,AGGRAVATED ASSAULT,,Yes,,1576
2018/03/12 04:00:00+00,1350,1350,600 WADSWORTH ST,AGGRAVATED ASSAULT,,,,1577
2018/03/15 04:00:00+00,123,123,100 RONEY LN,AGGRAVATED ASSAULT,,,,1578
2018/03/17 04:00:00+00,2300,2300,500 W  NEWELL ST,AGGRAVATED ASSAULT,,,,1579
2018/03/18 04:00:00+00,126,126,300 W  FAYETTE ST,AGGRAVATED ASSAULT,,Yes,,1580
2018/03/19 04:00:00+00,20,20,800 N  SALINA ST,AGGRAVATED ASSAULT,,,,1581
2018/03/19 04:00:00+00,1829,1829,200 WALL ST,AGGRAVATED ASSAULT,,,,1582
2018/03/19 04:00:00+00,1926,1926,300 HAWLEY AV,BURGLARY,A,,,1583
2018/03/20 04:00:00+00,1333,1333,600 ROBINSON ST,AGGRAVATED ASSAULT,,Yes,,1584
2018/03/20 04:00:00+00,1430,1430,400 GIFFORD ST,AGGRAVATED ASSAULT,,,,1585
2018/03/20 04:00:00+00,2237,2237,2000 MIDLAND AV,BURGLARY,,Yes,,1586
2018/03/21 04:00:00+00,55,55,100 E  KENNEDY ST,AGGRAVATED ASSAULT,,,,1587
2018/03/21 04:00:00+00,221,221,3000 BURNET AV,BURGLARY,,,,1588
2018/03/21 04:00:00+00,1956,1956,4100 S  SALINA ST,AGGRAVATED ASSAULT,,,,1589
2018/03/22 04:00:00+00,302,302,100 MCALLISTER AV,AGGRAVATED ASSAULT,,,,1590
2018/03/24 04:00:00+00,1713,1713,100 W  CALTHROP AV,AGGRAVATED ASSAULT,,Yes,,1591
2018/03/25 04:00:00+00,235,235,100 WENTE TER,AGGRAVATED ASSAULT,,,,1592
2018/03/25 04:00:00+00,300,300,700 EUCLID AV,AGGRAVATED ASSAULT,,,,1593
2018/03/25 04:00:00+00,358,358,300 W  ONONDAGA ST,BURGLARY,A,,,1594
2018/03/25 04:00:00+00,1645,1651,1100 SPRING ST,AGGRAVATED ASSAULT,,Yes,,1595
2018/03/26 04:00:00+00,1518,1518,1000 S  MCBRIDE ST,AGGRAVATED ASSAULT,,Yes,,1596
2018/03/26 04:00:00+00,2226,2226,100 MERRIMAN AV,AGGRAVATED ASSAULT,,Yes,,1597
2018/03/27 04:00:00+00,247,247,800 ONONDAGA AV,BURGLARY,,Yes,,1598
2018/03/27 04:00:00+00,1651,1651,900 ONONDAGA AV,AGGRAVATED ASSAULT,,Yes,,1599
2018/03/28 04:00:00+00,524,524,500 S  SALINA ST,AGGRAVATED ASSAULT,,,,1600
2018/03/14 04:00:00+00,1904,1904,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1601
2018/03/15 04:00:00+00,2041,2041,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1602
2018/03/16 04:00:00+00,1927,1927,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1603
2018/03/17 04:00:00+00,842,842,400 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1604
