DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,ARREST,LARCENYCODE,OBJECTID
2018/03/10 05:00:00+00,715,915,1 DESTINY USA DR,LARCENY,,,From Motor Vehicle,808
2018/03/10 05:00:00+00,2300,2315,100 WALTON ST,LARCENY,,,From Motor Vehicle,809
2018/03/11 05:00:00+00,0,530,800 OSTROM AV,LARCENY,,,From Motor Vehicle,810
2018/03/12 04:00:00+00,1115,1124,700 IRVING AV,LARCENY,,Yes,From Motor Vehicle,811
2018/03/12 04:00:00+00,1225,925,200 STRATHMORE DR,LARCENY,,,From Motor Vehicle,812
2018/03/14 04:00:00+00,1352,1352,3500 JAMES ST,LARCENY,,,From Motor Vehicle,813
2018/03/15 04:00:00+00,1830,845,2800 MIDLAND AV,LARCENY,,,From Motor Vehicle,814
2018/03/18 04:00:00+00,1815,2055,800 S  STATE ST,LARCENY,,,From Motor Vehicle,815
2018/03/18 04:00:00+00,1000,1200,400 S  SALINA ST,LARCENY,,,From Motor Vehicle,816
2018/03/19 04:00:00+00,940,940,500 WHITTIER AV,LARCENY,,,From Motor Vehicle,817
2018/03/20 04:00:00+00,2130,2140,400 S  SALINA ST,LARCENY,,Yes,From Motor Vehicle,818
2018/03/20 04:00:00+00,1100,1130,1200 JAMES ST,LARCENY,,,From Motor Vehicle,819
2018/03/22 04:00:00+00,2315,700,400 DURSTON AV,LARCENY,,,From Motor Vehicle,820
2018/03/22 04:00:00+00,1700,825,100 LILAC ST,LARCENY,,,From Motor Vehicle,821
2018/03/24 04:00:00+00,1800,1230,900 COMSTOCK AV,LARCENY,,,From Motor Vehicle,822
2018/03/24 04:00:00+00,1723,1723,200 COMSTOCK AV,LARCENY,,,From Motor Vehicle,823
2018/03/24 04:00:00+00,1908,1908,1200 W  BELDEN AV,LARCENY,,,From Motor Vehicle,824
2018/03/25 04:00:00+00,300,330,700 COMSTOCK AV,LARCENY,,,From Motor Vehicle,825
2018/03/26 04:00:00+00,2300,1000,100 SEDGWICK RD,LARCENY,,,From Motor Vehicle,826
2018/03/26 04:00:00+00,1200,600,100 SEDGEWICK RD,LARCENY,,,From Motor Vehicle,827
2018/03/26 04:00:00+00,230,430,200 CADILLAC ST,LARCENY,,,From Motor Vehicle,828
2018/03/26 04:00:00+00,2200,655,1100 BUTTERNUT ST,LARCENY,,,From Motor Vehicle,829
2018/03/27 04:00:00+00,59,59,300 PARK ST,LARCENY,,,From Motor Vehicle,830
2018/03/27 04:00:00+00,431,431,200 COLERIDGE AV,LARCENY,,,From Motor Vehicle,831
2018/03/27 04:00:00+00,1500,1500,100 RONEY LN,LARCENY,,,From Motor Vehicle,832
2018/03/27 04:00:00+00,825,825,100 CHARLOTTE ST,LARCENY,,,From Motor Vehicle,833
2018/03/28 04:00:00+00,835,835,200 WOODRUFF AV,LARCENY,,,From Motor Vehicle,834
2018/03/28 04:00:00+00,700,830,100 SEVENTH NORTH ST,LARCENY,,,From Motor Vehicle,835
2018/03/29 04:00:00+00,1200,1530,200 OSTROM AV,LARCENY,,,From Motor Vehicle,836
2018/03/29 04:00:00+00,219,225,400 DOUGLAS ST,LARCENY,,Yes,From Motor Vehicle,837
2018/03/31 04:00:00+00,1730,1930,100 CLIFTON PL,LARCENY,,,From Motor Vehicle,838
2018/04/01 04:00:00+00,30,1100,300 AUDUBON PKWY,LARCENY,,,From Motor Vehicle,839
2018/04/01 04:00:00+00,1430,1435,300 VALLEY DR,LARCENY,,,From Motor Vehicle,840
2018/04/02 04:00:00+00,249,249,700 E  DIVISION ST,LARCENY,,,From Motor Vehicle,841
2018/04/03 04:00:00+00,2100,200,100 TRINITY PL,LARCENY,,,From Motor Vehicle,842
2018/04/03 04:00:00+00,1547,1547,100 MARIS DR,LARCENY,,,From Motor Vehicle,843
2018/04/04 04:00:00+00,2000,2000,700 W  GENESEE ST,LARCENY,,,From Motor Vehicle,844
2018/04/05 04:00:00+00,2239,2239,700 W  GENESEE ST,LARCENY,,,From Motor Vehicle,845
2018/04/05 04:00:00+00,1200,1200,100 SEARLWYN RD,LARCENY,,,From Motor Vehicle,846
2018/04/06 04:00:00+00,1500,950,1300 E  ADAMS ST,LARCENY,,,From Motor Vehicle,847
2018/04/06 04:00:00+00,1146,1146,100 HERKIMER ST,LARCENY,,,From Motor Vehicle,848
2018/04/07 04:00:00+00,2314,2314,200 MILDRED AV,LARCENY,,,From Motor Vehicle,849
2018/04/08 04:00:00+00,1900,1226,800 ACKERMAN AV,LARCENY,,,From Motor Vehicle,850
2018/01/29 05:00:00+00,1830,630,200 MAPLEHURST AV,LARCENY,,,From Motor Vehicle,851
2018/05/23 04:00:00+00,1520,1530,300 OSWEGO ST,LARCENY,,,From Motor Vehicle,852
2018/01/31 05:00:00+00,1341,1341,100 HERBST AV,MV THEFT,,,Motor Vehicle,853
2018/01/31 05:00:00+00,2116,2116,300 S  GEDDES ST,MV THEFT,,,Motor Vehicle,854
2018/01/31 05:00:00+00,1600,1600,3400 BURNET AV,MV THEFT,,,Motor Vehicle,855
2018/01/31 05:00:00+00,1600,1600,3400 BURNET AV,MV THEFT,,,Motor Vehicle,856
2018/01/31 05:00:00+00,820,1600,200 SEDGWICK ST,MV THEFT,,,Motor Vehicle,857
2018/02/05 05:00:00+00,5,5,1900 E  FAYETTE ST,MV THEFT,,,Motor Vehicle,858
2018/02/05 05:00:00+00,35,35,300 COURT ST,MV THEFT,,,Motor Vehicle,859
2018/02/05 05:00:00+00,118,118,1100 FIRST NORTH ST,MV THEFT,,,Motor Vehicle,860
2018/02/07 05:00:00+00,600,820,1400 SOUTH AV,MV THEFT,,Yes,Motor Vehicle,861
2018/02/08 05:00:00+00,1117,1117,1000 COL EILEEN COLLINS BLVD,MV THEFT,,,Motor Vehicle,862
2018/02/08 05:00:00+00,1207,1207,2900 ERIE BLVD E,MV THEFT,,,Motor Vehicle,863
2018/02/08 05:00:00+00,1600,1300,1 DESTINY USA DR,MV THEFT,,,Motor Vehicle,864
2018/02/09 05:00:00+00,2230,615,300 MELROSE AV,MV THEFT,,,Motor Vehicle,865
2018/02/09 05:00:00+00,1730,1000,300 PRIMROSE AV,MV THEFT,,,Motor Vehicle,866
2018/02/09 05:00:00+00,1337,1337,600 WOLF ST,MV THEFT,,,Motor Vehicle,867
2018/02/10 05:00:00+00,36,36,200 WOLF ST,MV THEFT,,Yes,Motor Vehicle,868
2018/02/11 05:00:00+00,1200,1500,400 GIFFORD ST,MV THEFT,,Yes,Motor Vehicle,869
2018/02/11 05:00:00+00,2000,2000,100 SAND ST,MV THEFT,,,Motor Vehicle,870
2018/02/14 05:00:00+00,2139,2139,100 BROOKFORD RD,BURGLARY,,Yes,Motor Vehicle,871
2018/02/15 05:00:00+00,2108,2108,100 BERGER AV,MV THEFT,,,Motor Vehicle,872
2018/02/18 05:00:00+00,400,800,700 STOLP AV,MV THEFT,,Yes,Motor Vehicle,873
2018/02/19 05:00:00+00,1519,1519,1200 BURNET AV,MV THEFT,,Yes,Motor Vehicle,874
2018/02/19 05:00:00+00,1820,1820,100 TYLER CT,MV THEFT,,Yes,Motor Vehicle,875
2018/02/22 05:00:00+00,2230,700,500 CARBON ST,MV THEFT,,,Motor Vehicle,876
2018/02/22 05:00:00+00,900,1500,400 PARK ST,MV THEFT,,,Motor Vehicle,877
2018/02/23 05:00:00+00,400,400,1000 JAMES ST,MV THEFT,,Yes,Motor Vehicle,878
2018/02/24 05:00:00+00,100,100,100 MAURICE AV,MV THEFT,,,Motor Vehicle,879
2018/02/24 05:00:00+00,1000,1000,1200 N  STATE ST,MV THEFT,,,Motor Vehicle,880
2018/02/24 05:00:00+00,300,1200,400 BOYDEN ST,MV THEFT,,,Motor Vehicle,881
2018/02/26 05:00:00+00,101,101,700 W  NEWELL ST,MV THEFT,,Yes,Motor Vehicle,882
2018/03/03 05:00:00+00,1700,1700,400 DOUGLAS ST,MV THEFT,,Yes,Motor Vehicle,883
2018/03/05 05:00:00+00,1900,1900,200 N  WILBUR AV,ROBBERY,,,Motor Vehicle,884
2018/03/06 05:00:00+00,1910,1910,500 S  STATE ST,LARCENY,,,Motor Vehicle,885
2018/03/12 04:00:00+00,1950,1950,500 WESTCOTT ST,MV THEFT,,,Motor Vehicle,886
2018/03/13 04:00:00+00,100,100,1400 N  SALINA ST,MV THEFT,,,Motor Vehicle,887
2018/03/13 04:00:00+00,1350,1350,400 BISHOP AV,MV THEFT,,,Motor Vehicle,888
2018/03/13 04:00:00+00,2113,2113,900 SALT SPRINGS RD,MV THEFT,,Yes,Motor Vehicle,889
2018/03/14 04:00:00+00,1823,1823,0 W  LAFAYETTE AV,MV THEFT,,Yes,Motor Vehicle,890
2018/03/16 04:00:00+00,610,610,1400 MIDLAND AV,MV THEFT,,Yes,Motor Vehicle,891
2018/03/16 04:00:00+00,500,500,100 E  WATER ST,MV THEFT,,,Motor Vehicle,892
2018/03/18 04:00:00+00,2333,2333,1200 MILTON AV,MV THEFT,,,Motor Vehicle,893
2018/03/19 04:00:00+00,1207,1600,1200 W  BELDEN AV,MV THEFT,A,Yes,Motor Vehicle,894
2018/03/21 04:00:00+00,1314,1314,1000 COL EILEEN COLLINS BLVD,MV THEFT,,Yes,Motor Vehicle,895
2018/03/21 04:00:00+00,1400,1400,100 FERNWOOD AV,MV THEFT,,Yes,Motor Vehicle,896
2018/03/22 04:00:00+00,141,141,400 HILLSDALE AV,MV THEFT,,Yes,Motor Vehicle,897
2018/03/23 04:00:00+00,700,700,100 SABINE ST,MV THEFT,,,Motor Vehicle,898
2018/03/23 04:00:00+00,1932,1932,800 HAWLEY AV,MV THEFT,,Yes,Motor Vehicle,899
2018/03/23 04:00:00+00,1800,1800,500 W  GENESEE ST,MV THEFT,,,Motor Vehicle,900
2018/03/25 04:00:00+00,45,45,800 TEALL AV,MV THEFT,,,Motor Vehicle,901
2018/03/25 04:00:00+00,715,715,1400 S  SALINA ST,LARCENY,,,Motor Vehicle,902
2018/05/23 04:00:00+00,1200,700,600 CATHERINE ST,LARCENY,,,From Motor Vehicle,903
2018/05/23 04:00:00+00,2200,700,700 WESTCOTT ST,LARCENY,,,From Motor Vehicle,904
2018/05/26 04:00:00+00,2223,2223,100 W  SENECA TPKE,LARCENY,,,From Motor Vehicle,905
2018/05/27 04:00:00+00,1215,1215,400 SEDGEWICK DR,LARCENY,,,From Motor Vehicle,906
2018/05/27 04:00:00+00,1225,1225,100 W  FAYETTE ST,LARCENY,,,From Motor Vehicle,907
2018/05/28 04:00:00+00,1500,830,500 SEDGWICK DR,LARCENY,,,From Motor Vehicle,908
2018/05/28 04:00:00+00,2300,1000,600 JAMES ST,LARCENY,,,From Motor Vehicle,909
2018/05/29 04:00:00+00,1815,0,600 ERIE BLVD W,LARCENY,,,From Motor Vehicle,910
2018/05/29 04:00:00+00,800,1225,2300 GRANT BLVD,LARCENY,,,From Motor Vehicle,911
2018/05/30 04:00:00+00,1444,1444,400 W  ONONDAGA ST,LARCENY,,,From Motor Vehicle,912
2018/05/31 04:00:00+00,2000,630,100 MATHER ST,LARCENY,,,From Motor Vehicle,913
2018/05/31 04:00:00+00,1800,805,200 SHUART AV,LARCENY,,,From Motor Vehicle,914
2018/05/31 04:00:00+00,1314,1314,100 BURNET AV,LARCENY,,,From Motor Vehicle,915
2018/05/31 04:00:00+00,2334,2334,100 W  SENECA TPKE,LARCENY,,,From Motor Vehicle,916
2018/06/01 04:00:00+00,1014,1014,1 DESTINY USA DR,LARCENY,,,From Motor Vehicle,917
2018/06/01 04:00:00+00,1500,750,300 SPRING ST,LARCENY,,,From Motor Vehicle,918
2018/06/02 04:00:00+00,5,5,900 JAMES ST,LARCENY,,,From Motor Vehicle,919
2018/06/02 04:00:00+00,1130,1130,4800 S  SALINA ST,LARCENY,,,From Motor Vehicle,920
2017/11/15 05:00:00+00,1500,1230,600 S  GEDDES ST,MV THEFT,,,Motor Vehicle,921
2017/12/31 05:00:00+00,2350,2350,100 S  EDWARDS AV,MV THEFT,,Yes,Motor Vehicle,922
2018/01/01 05:00:00+00,2000,1300,800 E  BRIGHTON AV,MV THEFT,,,Motor Vehicle,923
2018/01/02 05:00:00+00,1700,1000,1400 OAK ST,BURGLARY,,,Motor Vehicle,924
2018/01/02 05:00:00+00,2000,2000,1100 AVERY AV,MV THEFT,,Yes,Motor Vehicle,925
2018/01/03 05:00:00+00,800,810,500 HIGHLAND ST,MV THEFT,,,Motor Vehicle,926
2018/01/03 05:00:00+00,2225,2225,200 FOREST HILL DR,MV THEFT,,,Motor Vehicle,927
2018/01/03 05:00:00+00,0,0,1200 S  GLENCOVE RD,LARCENY,,,Motor Vehicle,928
2018/01/04 05:00:00+00,2310,2310,800 HIGHLAND ST,MV THEFT,,,Motor Vehicle,929
2018/01/06 05:00:00+00,1700,100,1200 OAK ST,MV THEFT,,,Motor Vehicle,930
2018/01/06 05:00:00+00,1119,1119,400 DURSTON AV,MV THEFT,,Yes,Motor Vehicle,931
2018/01/07 05:00:00+00,1200,1200,500 NORTHCLIFFE RD,MV THEFT,,Yes,Motor Vehicle,932
2018/01/09 05:00:00+00,2250,2250,1 DESTINY USA DR,MV THEFT,,Yes,Motor Vehicle,933
2018/01/10 05:00:00+00,1,830,200 LILAC ST,MV THEFT,,,Motor Vehicle,934
2018/01/10 05:00:00+00,700,1626,300 N  WEST ST,MV THEFT,,,Motor Vehicle,935
2018/01/12 05:00:00+00,2121,2121,800 S  STATE ST,MV THEFT,,,Motor Vehicle,936
2018/01/13 05:00:00+00,530,600,200 SENECA DR,MV THEFT,,Yes,Motor Vehicle,937
2018/01/15 05:00:00+00,2104,2104,2200 E  GENESEE ST,MV THEFT,,,Motor Vehicle,938
2018/01/18 05:00:00+00,2300,600,200 CAMBRIDGE ST,LARCENY,,,Motor Vehicle,939
2018/01/18 05:00:00+00,1037,1503,1200 BURNET AV,MV THEFT,,Yes,Motor Vehicle,940
2018/01/19 05:00:00+00,755,755,1900 SOUTH AV,MV THEFT,,Yes,Motor Vehicle,941
2018/01/19 05:00:00+00,2230,2230,300 SEYMOUR ST,MV THEFT,,,Motor Vehicle,942
2018/01/21 05:00:00+00,654,654,100 BYRNE PL,MV THEFT,,Yes,Motor Vehicle,943
2018/01/21 05:00:00+00,1709,1709,4000 S  SALINA ST,MV THEFT,,Yes,Motor Vehicle,944
2018/01/23 05:00:00+00,500,800,200 BOSTON ST,LARCENY,,,Motor Vehicle,945
2018/01/24 05:00:00+00,425,425,900 LEMOYNE AV,MV THEFT,,,Motor Vehicle,946
2018/01/25 05:00:00+00,2330,615,500 WOLCOTT AV,MV THEFT,,,Motor Vehicle,947
2018/01/27 05:00:00+00,1645,1755,200 E  JEFFERSON ST,MV THEFT,,,Motor Vehicle,948
2018/01/27 05:00:00+00,2130,2145,100 BRADFORD ST,MV THEFT,,,Motor Vehicle,949
2018/01/29 05:00:00+00,1900,545,800 E  FAYETTE ST,MV THEFT,,,Motor Vehicle,950
2018/01/30 05:00:00+00,2334,2334,200 S  GEDDES ST,MV THEFT,,,Motor Vehicle,951
2018/03/26 04:00:00+00,1700,1420,100 E  COLVIN ST,MV THEFT,,,Motor Vehicle,952
2018/03/27 04:00:00+00,2250,2250,1 DESTINY USA DR,MV THEFT,,,Motor Vehicle,953
2018/03/27 04:00:00+00,2301,2301,500 N  STATE ST,MV THEFT,,Yes,Motor Vehicle,954
2018/03/27 04:00:00+00,1200,1200,100 VANN ST,MV THEFT,,Yes,Motor Vehicle,955
2018/03/28 04:00:00+00,1300,1600,1500 W  GENESEE ST,MV THEFT,,Yes,Motor Vehicle,956
2018/03/30 04:00:00+00,1900,1841,1000 HARRISON ST,MV THEFT,,,Motor Vehicle,957
2018/03/31 04:00:00+00,553,553,600 W  ONONDAGA ST,MV THEFT,,Yes,Motor Vehicle,958
2018/03/31 04:00:00+00,1200,1200,200 FITCH ST,MV THEFT,,,Motor Vehicle,959
2018/03/31 04:00:00+00,2129,2129,300 SHIRLEY DR,MV THEFT,,,Motor Vehicle,960
2018/04/01 04:00:00+00,646,646,200 HERBERT ST,MV THEFT,,Yes,Motor Vehicle,961
2018/04/01 04:00:00+00,827,827,400 NORTH AV,MV THEFT,,,Motor Vehicle,962
2018/04/02 04:00:00+00,2033,2033,200 MARIPOSA ST,MV THEFT,,,Motor Vehicle,963
2018/04/03 04:00:00+00,1746,1746,0 CENTENNIAL DR,MV THEFT,,,Motor Vehicle,964
2018/04/05 04:00:00+00,730,730,100 ANGELOU TER,MV THEFT,,Yes,Motor Vehicle,965
2018/04/06 04:00:00+00,755,755,200 COOLIDGE AV,MV THEFT,,,Motor Vehicle,966
2018/04/06 04:00:00+00,1100,1115,100 WOOD AV,MV THEFT,,,Motor Vehicle,967
2018/04/08 04:00:00+00,0,730,1200 JAMES ST,MV THEFT,,,Motor Vehicle,968
2018/04/09 04:00:00+00,1,100,700 E  ADAMS ST,MV THEFT,,,Motor Vehicle,969
2018/04/10 04:00:00+00,1200,1200,1100 ONONDAGA AV,MV THEFT,,,Motor Vehicle,970
2018/04/14 04:00:00+00,122,122,1300 GRANT BLVD,MV THEFT,,,Motor Vehicle,971
2018/04/14 04:00:00+00,2205,2205,100 DUDLEY ST,MV THEFT,,,Motor Vehicle,972
2018/04/16 04:00:00+00,100,100,700 VALLEY DR,MV THEFT,,,Motor Vehicle,973
2018/04/16 04:00:00+00,1030,1030,300 KELLOGG ST,ROBBERY,,,Motor Vehicle,974
2018/04/17 04:00:00+00,1200,1200,1200 HARRISON ST,MV THEFT,,,Motor Vehicle,975
2018/04/17 04:00:00+00,2154,2154,900 TALLMAN ST,MV THEFT,,Yes,Motor Vehicle,976
2018/04/19 04:00:00+00,850,850,300 FITCH ST,MV THEFT,,,Motor Vehicle,977
2018/04/20 04:00:00+00,630,745,1500 W  GENESEE ST,BURGLARY,,Yes,Motor Vehicle,978
2018/04/21 04:00:00+00,2000,2200,1 DESTINY USA DR,MV THEFT,,,Motor Vehicle,979
2018/04/22 04:00:00+00,200,1900,100 ELLEN ST,MV THEFT,,,Motor Vehicle,980
2018/04/22 04:00:00+00,2200,2200,100 GRAND AV,MV THEFT,,,Motor Vehicle,981
2018/04/23 04:00:00+00,1507,1507,100 REDFIELD PL,MV THEFT,,,Motor Vehicle,982
2018/04/23 04:00:00+00,1543,1543,1400 S  STATE ST,MV THEFT,,,Motor Vehicle,983
2018/04/24 04:00:00+00,1800,900,100 REMINGTON AV,MV THEFT,,,Motor Vehicle,984
2018/04/24 04:00:00+00,1911,1911,300 HOVEY ST,MV THEFT,,,Motor Vehicle,985
2018/04/26 04:00:00+00,2236,2236,400 STOLP AV,MV THEFT,,,Motor Vehicle,986
2018/04/28 04:00:00+00,1100,1100,2500 LODI ST,MV THEFT,,,Motor Vehicle,987
2018/04/28 04:00:00+00,1200,1200,400 JAMES ST,MV THEFT,,,Motor Vehicle,988
2018/04/29 04:00:00+00,2300,1900,200 S  FRANKLIN ST,LARCENY,,,Motor Vehicle,989
2018/04/30 04:00:00+00,2300,500,700 N  MCBRIDE ST,MV THEFT,,Yes,Motor Vehicle,990
2018/04/30 04:00:00+00,1200,1200,1000 DANFORTH ST,MV THEFT,,,Motor Vehicle,991
2018/05/03 04:00:00+00,1159,530,100 TRINITY LN,MV THEFT,,,Motor Vehicle,992
2018/05/03 04:00:00+00,1500,1100,4800 S  SALINA ST,MV THEFT,,,Motor Vehicle,993
2018/05/04 04:00:00+00,2215,2215,300 SENECA TPKE,MV THEFT,,,Motor Vehicle,994
2018/05/06 04:00:00+00,300,600,300 KIRKPATRICK ST,BURGLARY,,Yes,Motor Vehicle,995
2018/05/08 04:00:00+00,1037,1037,300 MARCELLUS ST,MV THEFT,,,Motor Vehicle,996
2018/05/09 04:00:00+00,1205,1205,500 BURNET AV,MV THEFT,,Yes,Motor Vehicle,997
2018/05/09 04:00:00+00,2140,2144,300 HUBBELL AV,MV THEFT,,,Motor Vehicle,998
2018/05/11 04:00:00+00,1800,600,800 COURT ST,LARCENY,,,Motor Vehicle,999
2018/05/11 04:00:00+00,1620,1620,400 ROBINEAU RD,MV THEFT,,,Motor Vehicle,1000
2018/05/13 04:00:00+00,1615,1638,300 S  ALVORD ST,MV THEFT,,,Motor Vehicle,1001
2018/05/06 04:00:00+00,200,930,300 MARLBOROUGH RD,LARCENY,,,From Motor Vehicle,1002
2018/05/07 04:00:00+00,1456,1456,500 W  BRIGHTON AV,LARCENY,,,From Motor Vehicle,1003
2018/05/07 04:00:00+00,1200,500,500 HICKOK AVE,LARCENY,,,From Motor Vehicle,1004
2018/05/07 04:00:00+00,2215,730,500 MELROSE AVE,LARCENY,,,From Motor Vehicle,1005
2018/05/07 04:00:00+00,1530,1630,300 S  CROUSE AVE,LARCENY,,,From Motor Vehicle,1006
2018/05/08 04:00:00+00,1005,1005,1700 E  ERIE BLVD,LARCENY,,,From Motor Vehicle,1007
2018/05/08 04:00:00+00,2145,1100,300 OAK ST,LARCENY,,,From Motor Vehicle,1008
2018/05/08 04:00:00+00,2135,2135,300 CLAIRMONTE AV,LARCENY,,,From Motor Vehicle,1009
2018/05/08 04:00:00+00,1600,1800,500 GIFFORD ST,LARCENY,,,From Motor Vehicle,1010
2018/05/09 04:00:00+00,1804,1804,600 LYNCH AV,LARCENY,,,From Motor Vehicle,1011
2018/05/09 04:00:00+00,600,1000,300 EUCLID AV,LARCENY,,,From Motor Vehicle,1012
2018/05/09 04:00:00+00,1200,1210,100 DOROTHY ST,LARCENY,,,From Motor Vehicle,1013
2018/05/10 04:00:00+00,0,800,1100 MADISON ST,LARCENY,,,From Motor Vehicle,1014
2018/05/10 04:00:00+00,2250,2250,200 W  FAYETTE ST,LARCENY,,,From Motor Vehicle,1015
2018/05/10 04:00:00+00,1400,1900,800 S  STATE ST,LARCENY,,,From Motor Vehicle,1016
2018/05/11 04:00:00+00,1151,1151,300 S  CLINTON ST,LARCENY,,,From Motor Vehicle,1017
2018/05/12 04:00:00+00,920,920,800 SUMNER AV,LARCENY,,,From Motor Vehicle,1018
2018/05/12 04:00:00+00,2340,940,800 WESTMORELAND AV,LARCENY,,,From Motor Vehicle,1019
2018/05/12 04:00:00+00,1200,1200,200 OSTROM AV,LARCENY,,,From Motor Vehicle,1020
2018/05/13 04:00:00+00,300,305,700 LIVINGSTON AV,LARCENY,,,From Motor Vehicle,1021
2018/05/13 04:00:00+00,2300,200,100 HERLAD PL,LARCENY,,,From Motor Vehicle,1022
2018/05/14 04:00:00+00,1416,1416,100 E  FAYETTE ST,BURGLARY,,Yes,From Motor Vehicle,1023
2018/05/14 04:00:00+00,730,730,1400 MIDLAND AV,LARCENY,,,From Motor Vehicle,1024
2018/05/14 04:00:00+00,1515,1700,400 ONONDAGA TER,LARCENY,,,From Motor Vehicle,1025
2018/05/14 04:00:00+00,1700,2035,1100 N  TOWNSEND ST,LARCENY,,,From Motor Vehicle,1026
2018/05/15 04:00:00+00,341,341,600 LEMOYNE AV,LARCENY,,,From Motor Vehicle,1027
2018/05/15 04:00:00+00,1021,1021,900 S  SALINA ST,LARCENY,,,From Motor Vehicle,1028
2018/05/15 04:00:00+00,1215,815,100 FURMAN ST,LARCENY,,,From Motor Vehicle,1029
2018/05/15 04:00:00+00,130,1200,300 OSTROM AV,LARCENY,,,From Motor Vehicle,1030
2018/05/16 04:00:00+00,0,815,200 AVERY AV,LARCENY,,,From Motor Vehicle,1031
2018/05/16 04:00:00+00,1900,700,200 W  DIVISION ST,LARCENY,,,From Motor Vehicle,1032
2018/05/16 04:00:00+00,615,640,600 BARNES AV,LARCENY,,,From Motor Vehicle,1033
2018/05/17 04:00:00+00,2000,800,100 JUNEWAY DR,LARCENY,,,From Motor Vehicle,1034
2018/05/17 04:00:00+00,100,800,1200 HARRISON ST,LARCENY,,,From Motor Vehicle,1035
2018/05/18 04:00:00+00,905,905,100 HAMPTON RD,LARCENY,,,From Motor Vehicle,1036
2018/05/19 04:00:00+00,1700,1700,400 BUTTERNUT ST,LARCENY,,,From Motor Vehicle,1037
2018/05/19 04:00:00+00,1201,1003,100 SHOTWELL,LARCENY,,,From Motor Vehicle,1038
2018/05/20 04:00:00+00,0,30,200 PUTNAM ST,LARCENY,,,From Motor Vehicle,1039
2018/05/21 04:00:00+00,2100,845,300 ASHDALE AV,LARCENY,,,From Motor Vehicle,1040
2018/05/21 04:00:00+00,2312,2312,200 CLEVELAND AV,LARCENY,,,From Motor Vehicle,1041
2018/05/21 04:00:00+00,500,730,300 CURTIS ST,LARCENY,,,From Motor Vehicle,1042
2018/05/21 04:00:00+00,2210,615,300 COUGHLIN AV,LARCENY,,,From Motor Vehicle,1043
2018/05/22 04:00:00+00,1020,704,600 ASH ST,LARCENY,,,From Motor Vehicle,1044
2018/05/22 04:00:00+00,953,953,600 SOUTH AV,LARCENY,,,From Motor Vehicle,1045
2018/05/22 04:00:00+00,605,645,800 N  TOWNSEND ST,LARCENY,,,From Motor Vehicle,1046
2018/05/23 04:00:00+00,808,808,400 CHERRY ST,LARCENY,,,From Motor Vehicle,1047
2018/05/23 04:00:00+00,2000,730,200 HERALD PL,LARCENY,,,From Motor Vehicle,1048
2018/05/23 04:00:00+00,1200,1000,100 HARVARD PL,LARCENY,,,From Motor Vehicle,1049
2018/05/23 04:00:00+00,2200,900,700 EUCLID AV,LARCENY,,,From Motor Vehicle,1050
2018/05/23 04:00:00+00,1500,1600,1500 LEMOYNE AV,LARCENY,,,From Motor Vehicle,1051
2018/05/14 04:00:00+00,1545,700,0 PRESIDENTIAL PLZ,LARCENY,,,Motor Vehicle,1052
2018/05/14 04:00:00+00,917,917,500 SEYMOUR ST,MV THEFT,,,Motor Vehicle,1053
2018/05/19 04:00:00+00,100,530,400 CRAIG ST,MV THEFT,,,Motor Vehicle,1054
2018/05/20 04:00:00+00,100,100,800 SOUTH AV,MV THEFT,,,Motor Vehicle,1055
2018/05/22 04:00:00+00,1523,1523,400 S  BEECH ST,LARCENY,,Yes,Motor Vehicle,1056
2018/05/22 04:00:00+00,1915,1915,100 W  PLEASANT AV,MV THEFT,,,Motor Vehicle,1057
2018/05/23 04:00:00+00,740,740,1800 TEALL AV,LARCENY,,,Motor Vehicle,1058
2018/05/23 04:00:00+00,1228,1228,300 FURMAN ST,MV THEFT,,,Motor Vehicle,1059
2018/05/26 04:00:00+00,30,30,100 LINCOLN AVE,MV THEFT,,Yes,Motor Vehicle,1060
2018/05/26 04:00:00+00,905,905,200 DORCHESTER AV,MV THEFT,,,Motor Vehicle,1061
2018/05/26 04:00:00+00,1700,1030,100 NEWBURY HOLLOW LN,MV THEFT,,,Motor Vehicle,1062
2018/05/27 04:00:00+00,200,700,300 ROOSEVELT AV,MV THEFT,,,Motor Vehicle,1063
2018/05/27 04:00:00+00,1647,1647,1 DESTINY USA DR,AGGRAVATED ASSAULT,,,Motor Vehicle,1064
2018/05/27 04:00:00+00,1845,1845,200 IVY RIDGE RD,MV THEFT,,,Motor Vehicle,1065
2018/05/27 04:00:00+00,2227,2227,200 W  BRIGHTON AV,MV THEFT,,,Motor Vehicle,1066
2018/05/28 04:00:00+00,949,949,1100 S  GEDDES ST,MV THEFT,,,Motor Vehicle,1067
2018/05/28 04:00:00+00,230,1000,700 LIVINGSTON AV,BURGLARY,,,Motor Vehicle,1068
2018/05/29 04:00:00+00,340,340,1000 IVY RIDGE RD,MV THEFT,,,Motor Vehicle,1069
2018/05/29 04:00:00+00,2148,2148,300 S  WARREN ST,MV THEFT,,Yes,Motor Vehicle,1070
2018/05/30 04:00:00+00,2040,2040,300 S  FRANKLIN ST,LARCENY,,,Motor Vehicle,1071
2018/05/31 04:00:00+00,2300,700,100 RUGBY RD,BURGLARY,,,Motor Vehicle,1072
